year,Bill_id,Bill_description,Patron_id,Patron_name
2026,HB701,Health and insurance; notice of adverse determination.,H0340,Maldonado
2026,HB702,Local law-enforcement agencies; firearm give-back or sell-back programs.,H0314,"Cole, J.G."
2026,HB703,"RS & UT; food for human consumption and essential personal hygiene products, delayed effective date.",H0345,Tata
2026,HB704,"Public schools; mathematics and reading in kindergarten through grade eight, certain initiatives.",H0345,Tata
2026,HB705,Health Ed. SOL & Curriculum Framework; Board of Education to include water safety instruction.,H0285,Hayes
2026,HB706,Gunston Hall; meetings of the Board of Regents.,H0365,Henson
2026,HB707,"State government; transaction of public business, prohibited website domains.",H0285,Hayes
2026,HB708,Timely local decision on certain land use permits; incentives and penalties.,H0382,Thomas
2026,HB709,Virginia Freedom of Information Act; exclusions of general application to public bodies.,H0285,Hayes
2026,HB710,"Invasive plant species installation; written notification to property owners, civil penalty.",H0398,Pence
2026,HB711,"Solar facilities; local regulation, permits, special exceptions.",H0208,Herring
2026,HB712,Office-based buprenorphine treatment; Board of Medicine to amend regulations.,H0347,Wachsmann
2026,HB713,"Fostering Access, Innovation, and Responsibility in Artificial Intelligence Act; established.",H0382,Thomas
2026,HB714,Leesylvania State Park; DCR to convey prop. to/acquire prop. from Newport Estates Homeowners Assoc.,H0365,Henson
2026,HB715,Labor and employment; collective bargaining by certain constitutional officers.,H0219,Hope
2026,HB716,"Income tax, state; innocent spouse tax relief.",H0387,Carnegie
2026,HB717,"Nursing homes; application to Commissioner of Health for change of operator license, civil penalty.",H0327,Willett
2026,HB718,Summons; issuance instead of warrant in certain cases.,H0383,Zehr
2026,HB719,Health & family life ed.; certain videos & animations relating to human development inside uterus.,H0383,Zehr
2026,HB720,Material harmful to minors; creates tax on electronic distribution.,H0383,Zehr
2026,HB721,Parents of public school children; fundamental right to opt children out of certain ed. content.,H0383,Zehr
2026,HB722,Protection of employees; retaliatory action against employee prohibited.,H0262,Leftwich
2026,HB723,Subdivision of property; sale and transfer.,H0262,Leftwich
2026,HB724,Public elementary school students; DOE to study criteria used to determine retention of students.,H0262,Leftwich
2026,HB725,"Financial services; open-end credit plans, promotional annual percentage rates.",H0262,Leftwich
2026,HB726,Credit for time spent in confinement while awaiting trial; extradition or fugitive warrant.,H0357,Davis
2026,HB727,"Social services, local boards of; appointments, terms of office.",H0357,Davis
2026,HB728,"Health, State Board of; permanent pump and haul of sewage, agritourism",H0262,Leftwich
2026,HB729,"Casino gaming; marketing or advertising to persons younger than 21 years of age prohibited, penalty.",H0262,Leftwich
2026,HB730,"Cruelty to animals; malicious killing of a dog or cat, penalty.",H0357,Davis
2026,HB731,Toll facilities; free use to certain disabled veterans.,H0262,Leftwich
2026,HB732,"Rocky Mount, Town of; new charter, previous charter repealed.",H0357,Davis
2026,HB733,Owner of a servient estate; reasonable rules of use for easement.,H0262,Leftwich
2026,HB734,"Tax tribunal, independent; work group convened to evaluate feasibility of establishing, report.",H0262,Leftwich
2026,HB735,Agritourism purposes; Bd. of HCD to review regulations for temporary tents.,H0262,Leftwich
2026,HB736,Health insurance; required provisions regarding prior authorization for prescription drugs.,H0340,Maldonado
2026,HB737,"Primary highways, certain; review of designation or classification for certain purposes.",H0348,Williams
2026,HB738,"Virginia Consumer Protection Act; prohibited practices, kratom products.",H0348,Williams
2026,HB739,"Virginia Parole Board; increases membership, appointment of members, powers and duties.",H0348,Williams
2026,HB740,"Helicopter instrument approach by hospital or air medical service vendor; regulations, utilization.",H0348,Williams
2026,HB741,Alcoholic beverage control; retail licenses for public golf courses.,H0348,Williams
2026,HB742,Barbers; establishes licensure for barbershop trainees.,H0348,Williams
2026,HB743,"Va. Telephone Privacy Protection Act; voice service providers, caller identification authentication.",H0348,Williams
2026,HB744,"Child care; exemption from licensure, light family day homes.",H0348,Williams
2026,HB745,"Twenty-seventh judicial district; boundary of judicial district, number of judges.",H0348,Williams
2026,HB746,Physician assistants; authorization to practice without a practice agreement.,H0365,Henson
2026,HB747,Chesapeake Bay Watershed Implementation Plan; consolidation of agricultural  commitments.,H0321,Runion
2026,HB748,"Bath County and Augusta County School Boards; cost-savings agreements, requirements.",H0321,Runion
2026,HB749,Fertilizer and lime; amends provisions governing permit requirements.,H0321,Runion
2026,HB750,"Va. Retirement System; enhanced retirement benefits for 911 dispatchers, delayed effective date.",H0321,Runion
2026,HB751,School Construction Prog.; projects completed/initiated within immediately preceding 10-year period.,H0321,Runion
2026,HB752,"Mechanics' liens; liens attaching to property, memorandum of lien.",H0321,Runion
2026,HB753,Public school funding; composite index of local ability-to-pay.,H0321,Runion
2026,HB754,"Emergency custody, involuntary temp. detention, & commitment hearings; special justice & judge fees.",H0321,Runion
2026,HB755,"School Construction Program; use of grants, debt service.",H0321,Runion
2026,HB756,"Death certificates; petitions to the court to amend, service upon State Registrar of Vital Records.",H0321,Runion
2026,HB757,"App Store Accountability Act; civil penalties, civil action.",H0321,Runion
2026,HB758,"Artificial Intelligence Chatbots and Minors Act; established, prohibited practices, penalties.",H0321,Runion
2026,HB759,Highland Wildlife Management Area; Dept. of Wildlife Resources to convey a non-exclusive easement.,H0321,Runion
2026,HB760,"Income tax, state; energy-efficient homes tax credits.",H0321,Runion
2026,HB761,Fertilizer and lime; amends provisions governing permit requirements.,H0321,Runion
2026,HB762,Transportation funding; consideration of sidewalks for certain project prioritization.,H0351,Seibold
2026,HB763,Health insurance; reimbursement rates.,H0351,Seibold
2026,HB764,"Public utilities; discounted water and sewer fees, Town of Hurt.",H0383,Zehr
2026,HB765,"Rental home marketplace guarantees; transactions involving advertisement, sale, etc., penalty.",H0285,Hayes
2026,HB766,"Electrical generating facilities; capacity factor, report.",H0383,Zehr
2026,HB767,"Wildlife Resources, Board of; prescribing seasons/bag limits for taking wild birds, animals, & fish.",H0383,Zehr
2026,HB768,"Custody and visitation arrangements for minor; custody evaluation, report.",H0208,Herring
2026,HB769,Damage or trespass to public services or utilities or critical infrastructure; penalties.,H0208,Herring
2026,HB770,"Public utilities; water and sewerage companies, discounted rates for low-income customers.",H0208,Herring
2026,HB771,Land subdivision and development; mandatory provisions of a subdivision ordinance.,H0383,Zehr
2026,HB772,Adult and Dislocated Worker funds; minimum allocation requirement waived.,H0400,Thornton
2026,HB773,"Elections; absentee voting, cure process, delayed effective date.",H0400,Thornton
2026,HB774,"Elections; absentee and provisional ballots, cure process, delayed effective date.",H0400,Thornton
2026,HB775,"Removal hearings; foster care, termination of parental rights, status as an Indian child, etc.",H0400,Thornton
2026,HB776,Virginia National Guard; biennial training.,H0400,Thornton
2026,HB777,Va. Public Procurement Act; procurement of goods transported by privately owned commercial vessels.,H0285,Hayes
2026,HB778,Pop-up events; local enhanced enforcement actions.,H0400,Thornton
2026,HB779,"Electric utilities; installation of small portable solar generation devices, local regulation.",H0377,Oates
2026,HB780,"Higher educational institutions, public; appointment and composition of members, powers and duties.",H0354,Callsen
2026,HB781,Constitutional amendment; fundamental right to reproductive freedom(submitting to qualified voters).,H0208,Herring
2026,HB782,"Health care providers; caller identification information, civil penalty.",H0285,Hayes
2026,HB783,Parking enforcement; high tourism localities.,H0386,Anderson
2026,HB784,"RS and UT; commercial and industrial exemptions, disclosure of data center operator exemption.",H0386,Anderson
2026,HB785,"Teacher licensure; three-year license to teach career and technical education, etc.",H0253,Austin
2026,HB786,School bds.; authority to prohibit sale of caffeinated beverages to students in public high schools.,H0253,Austin
2026,HB787,Zoning; development agreements in certain localities within Planning District 23 (Hampton Roads).,H0285,Hayes
2026,HB788,Vehicle crash reports; open to inspection by towing and recovery operators.,H0253,Austin
2026,HB789,"Va. State Anatomical Program; program finances and donor procurement, distribution, and disposition.",H0253,Austin
2026,HB790,Hotel policies; denial of guests residing within certain distance prohibited in certain instances.,H0253,Austin
2026,HB791,Charitable gaming; conduct of athletic event drawings.,H0253,Austin
2026,HB792,"Lexington, City of; amending charter, relating to city council, city attorney, etc.",H0253,Austin
2026,HB793,Brunswick County; conveyance of certain property from Department of Corrections.,H0347,Wachsmann
2026,HB794,Drug overdose and drug overdose deaths; VDH to develop plan for opioid overdose response.,H0380,Reaser
2026,HB795,Health insurance; requirements for certain opioid antagonists.,H0380,Reaser
2026,HB796,"Regulatory boards; adjustment of fees, recovery of disciplinary and monitoring costs, report.",H0285,Hayes
2026,HB797,Artificial intelligence; framework for person/entity acting as an independent verification org.,H0285,Hayes
2026,HB798,"Virginia Disposition of Unclaimed Property Act; definitions, digital assets.",H0285,Hayes
2026,HB799,Power Transformer Manufacturing Grant Fund; created.,H0227,Torian
2026,HB800,Active Pharmaceutical Ingredient Manufacturing Grant Fund; established.,H0227,Torian
2026,HB801,Zoning; manufactured housing.,H0317,Helmer
2026,HB802,"Vacant buildings; registration by registered agents, etc., annually.",H0212,Carr
2026,HB803,"Repairs or maintenance of property; entering adjoining property, petition for entry.",H0212,Carr
2026,HB804,Localities; statewide housing targets.,H0317,Helmer
2026,HB805,Land preservation; maximum amount of increase of tax credits.,H0212,Carr
2026,HB806,Industrial development authorities; promoting safe and affordable housing.,H0212,Carr
2026,HB807,"Electric utilities; shared solar programs, Phase II Utility.",H0269,Sullivan
2026,HB808,"Insurance; unfair claim settlement practices, modification of loss estimate.",H0317,Helmer
2026,HB809,"Electric utilities; shared solar programs, Phase I Utility.",H0269,Sullivan
2026,HB810,"Newport News, City of; amending charter, relating to city council.",H0392,Downey
2026,HB811,"License plates, spec.; issuance to supporters of Richmond SPCA bearing legend SAVING LIVES TOGETHER.",H0212,Carr
2026,HB812,"Traffic regulation; bicycles, and certain other devices, bicycle signals.",H0212,Carr
2026,HB813,Health insurance; application of cost-sharing prohibitions.,H0269,Sullivan
2026,HB814,"Va. African American, Asian American, etc., & Indigenous Ed. Advisory Board; established, report.",H0380,Reaser
2026,HB815,Virginia Health Workforce Development Authority; administration of nursing scholarships.,H0392,Downey
2026,HB816,Zoning; by-right multifamily residential development in areas zoned for commercial use.,H0317,Helmer
2026,HB817,State/Local Hospitalization Program; repealing provisions relating to Program.,H0392,Downey
2026,HB818,Photo speed monitoring devices; reduced-speed segments.,H0212,Carr
2026,HB819,Pedestrians; walking on roadways that are part of divided highways.,H0212,Carr
2026,HB820,"Mixed-income housing; creating a two-year pilot program that provides loan origination, etc.",H0317,Helmer
2026,HB821,Photo speed monitoring devices; historic district segments.,H0212,Carr
2026,HB822,"Reports of fetal death; miscarriage, personally identifiable information not required.",H0212,Carr
2026,HB823,Community Living and Family and Individual Supports Waiver; program rule amendments.,H0212,Carr
2026,HB824,"Data centers; energy generation and storage, report.",H0269,Sullivan
2026,HB825,"Ticket resale limitations; review of event ticket marketplace, etc.",H0285,Hayes
2026,HB826,Health Insurance Reform Commission; powers and duties.,H0269,Sullivan
2026,HB827,Financial institutions; loans and legal rate of interest.,H0269,Sullivan
2026,HB828,"Electric utilities; disconnection reports, State Corporation Commission database, annual summary.",H0208,Herring
2026,HB829,"Hospital price transparency; price comparison tool, penalties for noncompliance.",H0317,Helmer
2026,HB830,"Pharmacy benefits managers; requirements, application of law, report, delayed effective date.",H0354,Callsen
2026,HB831,"Medication, drug, and vaccine ingredient labeling; Board of Pharmacy, et al., to study.",H0369,Kent
2026,HB832,Academic year Governor's School; maximizing school meal offerings.,H0399,Pope Adams
2026,HB833,"Land subdivision and development; optional provisions of a subdivision ordinance, etc.",H0375,McClure
2026,HB834,"Virginia Residential Landlord and Tenant Act; fire or casualty damage, termination by landlord.",H0375,McClure
2026,HB835,"Elections; candidates and elected officials, confidentiality of personally identifiable information.",H0375,McClure
2026,HB836,"Public schools; right to free public elementary and secondary education, discrimination, etc.",H0266,Rasoul
2026,HB837,"Virginia Residential Landlord and Tenant Act; Eviction Diversion Program, eligibility.",H0375,McClure
2026,HB838,State plan for medical assistance services; adds provision related to doula care.,H0375,McClure
2026,HB839,"Child custody proceedings; study, provisions to improve procedure for victims of family abuse, etc.",H0375,McClure
2026,HB840,Restaurants; exempts certain facilities or programs.,H0323,Simonds
2026,HB841,Practice of athletic training; adds dry needling to definition.,H0392,Downey
2026,HB842,"Virginia Public Procurement Act; definition of ""small business,"" direct procurement, set-asides.",H0392,Downey
2026,HB843,"Potomac River Compact; Potomac River Fisheries Commission, appointment of members.",H0369,Kent
2026,HB844,"Public utilities; discounted water and sewer fees, Town of Bowling Green.",H0369,Kent
2026,HB845,"Unlawful detainer; bifurcation of case, contested rent and damages.",H0356,Cousins
2026,HB846,"Virginia Land Conservation Foundation; purposes of Foundation, easements.",H0369,Kent
2026,HB847,Extreme Weather Taxpayer Protection Program and Fund; established.,H0356,Cousins
2026,HB848,"Va. Residential Landlord and Tenant Act; material noncompliance by landlord, rent escrow, relief.",H0356,Cousins
2026,HB849,"Public school employees; suspension, notice and opportunity for a hearing.",H0356,Cousins
2026,HB850,"VA Public Procurement Act; additional public works contract requirements, delayed effective date.",H0281,Krizek
2026,HB851,Tribal Medicaid Advisory Group; established.,H0281,Krizek
2026,HB852,"Indigent defendant; abolition of fees, legal representation, jury trial costs, report.",H0356,Cousins
2026,HB853,"Petition for modification of a sentence; eligibility, procedures, report.",H0356,Cousins
2026,HB854,"Real property tax; local classification or designation for property, nonprofit organizations.",H0356,Cousins
2026,HB855,Medicaid; estate recoveries.,H0356,Cousins
2026,HB856,Shelter pets; designating as official state pet.,H0281,Krizek
2026,HB857,Home/electronic incarceration program; court shall assign pregnant/postpartum persons to program.,H0356,Cousins
2026,HB858,"Legal holidays; replaces Columbus Day, the second Monday in October, with Indigenous Peoples' Day.",H0356,Cousins
2026,HB859,Farm to School Program Task Force; membership requirements.,H0356,Cousins
2026,HB860,"Local & Reg. Jails, St. Bd.; standards, etc., regarding lactation policies for incarcerated persons.",H0356,Cousins
2026,HB861,"Pregnant & postpartum inmates; reporting requirements of state, regional, & local correctional fac.",H0356,Cousins
2026,HB862,"Virginia Alcohol Safety Action Program (VASAP), Commission on; structure and responsibilities.",H0356,Cousins
2026,HB863,"Offenses, certain; elimination of mandatory minimum sentences.",H0356,Cousins
2026,HB864,"Cosmetic products; manufacturing or sale with certain ingredients prohibited, definitions.",H0356,Cousins
2026,HB865,Workers' compensation; presumption of compensability for certain cancers.,H0356,Cousins
2026,HB866,"Food insecurity/hunger; Department of Social Services, et al., to develop statewide survey, report.",H0356,Cousins
2026,HB867,Affordable housing; local zoning ordinance authority.,H0356,Cousins
2026,HB868,"Political campaign advertisements; synthetic media, penalty.",H0356,Cousins
2026,HB869,Virginia Public Procurement Act; purchase programs for local farm or food products.,H0356,Cousins
2026,HB870,"Accountancy, Board of; licensing requirements, inactive and emeritus status.",H0388,Carroll
2026,HB871,"Firearms; storage in residence where minor or person prohibited from possessing is present, penalty.",H0392,Downey
2026,HB872,"Portable electronic devices; possession in district or circuit court, policies set by chief judge.",H0356,Cousins
2026,HB873,Public elementary school students; increases physical activity.,H0369,Kent
2026,HB874,Domestic and Sexual Assault Conviction Database; established.,H0369,Kent
2026,HB875,"Kratom; manufacturing, selling, giving, distributing, or possessing, penalties.",H0369,Kent
2026,HB876,"Zoning; wireless facilities, temporary support structures.",H0344,Shin
2026,HB877,"Public high school students; opportunity to earn transferable meta-major associate degree, etc.",H0266,Rasoul
2026,HB878,Migrant labor camp permits; removes expiration date.,H0347,Wachsmann
2026,HB879,Public assistance; requests for records or information concerning applicants for and recipients.,H0344,Shin
2026,HB880,Biosolids; monitoring requirements for per- and polyfluoroalkyl substances.,H0369,Kent
2026,HB881,"Gas-powered leaf blowers; local prohibition or regulation, civil penalty.",H0269,Sullivan
2026,HB882,Innovative Internship Fund and Program; eligibility of local government employers & matching funds.,H0269,Sullivan
2026,HB883,"VDOT's approval process; projects involving buildings, road development, and other construction.",H0269,Sullivan
2026,HB884,"Electric utilities; Percentage of Income Payment Program, eligibility, delayed effective date.",H0208,Herring
2026,HB885,"Court Date Reminder Program; established, report.",H0219,Hope
2026,HB886,"Health care; decision-making, definitions, medical aid in dying, penalties.",H0219,Hope
2026,HB887,"Herndon, Town of; amending charter, clarifies duties of town council.",H0344,Shin
2026,HB888,"Minimum off-street parking requirements; definitions, administrative reductions.",H0344,Shin
2026,HB889,"Transmission lines, certain; Department of Transportation to identify opportunities for siting.",H0344,Shin
2026,HB890,"Electric vehicles & charging stations; electrification of Commonwealth's centralized fleet, report.",H0269,Sullivan
2026,HB891,"Siting of battery energy storage projects; commercial solar photovoltaic generation facilities, etc.",H0344,Shin
2026,HB892,Electric utilities; integrated resource plans; SCC to investigate electric load forecasts.,H0344,Shin
2026,HB893,Electric utility integrated resource planning; energy storage resources.,H0269,Sullivan
2026,HB894,"Private elementary and secondary schools; policies relating to bullying and cyberbullying, etc.",H0269,Sullivan
2026,HB895,"Electric utilities; energy storage requirements, Department of Energy to develop model ordinance.",H0269,Sullivan
2026,HB896,"Substantial Risk Order Training Program; established, delayed effective date, report.",H0269,Sullivan
2026,HB897,"Retail Sales and Use Tax; exemption for data centers, delayed effective date.",H0269,Sullivan
2026,HB898,"Electric utilities, certain; SCC to determine maximum amount of fees for disconnection, etc.",H0208,Herring
2026,HB899,"Small renewable energy projects; agrivoltaics definition, advisory panel.",H0344,Shin
2026,HB900,Sales & use tax on taxable services & digital personal property; taxes levied in certain districts.,H0269,Sullivan
2026,HB901,"Substantial risk orders; eligible petitioners, court jurisdiction, constr. possession of firearms.",H0269,Sullivan
2026,HB902,Financial institutions; out-of-state credit unions.,H0239,Lopez
2026,HB903,Electric utilities; performance-based regulatory framework.,H0269,Sullivan
2026,HB904,"Va. Disaster Assistance Fund; post-disaster recovery, floodplain mitigation and resilience projects.",H0239,Lopez
2026,HB905,Persons other than ministers who may perform rites of marriage; clerk may issue order.,H0239,Lopez
2026,HB906,"Energy load flexibility protocols; SCC et al., to evaluate high electric demand customers, report.",H0269,Sullivan
2026,HB907,Security requirements for dealers in firearms; civil penalty.,H0344,Shin
2026,HB908,Towing advisory boards; changes membership.,H0239,Lopez
2026,HB909,Elections; certain conduct prohibited at polling places applicable to locations for absentee voting.,H0344,Shin
2026,HB910,Comprehensive statewide housing needs assessment; review of certain parcels.,H0344,Shin
2026,HB911,"Limited-duration licenses, driver privilege cards, and permits; validity periods for documents.",H0239,Lopez
2026,HB912,"Public schools; right to free public elementary and secondary education, discrimination, etc.",H0239,Lopez
2026,HB913,"Public Instruction, Superintendent of; reverse certain recent actions, etc.",H0239,Lopez
2026,HB914,Local Environmental Impact Fund; created.,H0239,Lopez
2026,HB915,Local taxation; tax extension for federal government shutdown.,H0239,Lopez
2026,HB916,"Concealed handgun permit; demonstrated competence, effective clause.",H0239,Lopez
2026,HB917,"Compounding pharmacies; use of bulk drug substances, recordkeeping.",H0327,Willett
2026,HB918,"Virginia Clean Energy Research and Support Center; established, report.",H0269,Sullivan
2026,HB919,Retail Sales and Use Tax; impose firearm and ammunition tax.,H0239,Lopez
2026,HB920,Electric utilities; development of offshore wind capacity.,H0239,Lopez
2026,HB921,"Electric utilities; licensed retail suppliers, renewable portfolio standard requirements.",H0239,Lopez
2026,HB922,County manager plan of government; affordable dwelling unit ordinance.,H0239,Lopez
2026,HB923,"Protection of employees; stay or pay contracts prohibited, civil penalty.",H0239,Lopez
2026,HB924,"Public Instruction, Super. of; state program to support improvement of low-performing schools.",H0266,Rasoul
2026,HB925,"Virginia Human Rights Act; unlawful discriminatory practices, civil actions, statute of limitations.",H0239,Lopez
2026,HB926,"Outdoor shooting of firearm on property without reasonable care; prohibition, penalty.",H0239,Lopez
2026,HB927,"Human trafficking; creates process for use of digital identification and reporting platforms, etc.",H0345,Tata
2026,HB928,"Electric utilities; small portable solar generation devices, local regulation.",H0239,Lopez
2026,HB929,"Uniform Power of Attorney Act; acknowledged power of attorney, definition.",H0264,Simon
2026,HB930,Protection of employees; retaliatory action against employee prohibited.,H0264,Simon
2026,HB931,Recovery residences; regulations.,H0264,Simon
2026,HB932,"General Assembly; recodification of Title 30, effective clause for certain enactments.",H0264,Simon
2026,HB933,"Penalties for failure to appear; definition, contempt.",H0264,Simon
2026,HB934,"Alcoholic beverage control; distiller's licensees as agents of Board, sale of alcoholic beverages.",H0264,Simon
2026,HB935,"Virginia Clean Energy and Battery Storage Promotion Program; established, report.",H0239,Lopez
2026,HB936,"Parking violations; enforcement by certain counties, parking ordinances or regulations, sunset.",H0239,Lopez
2026,HB937,Virginia Resiliency Grant Program and Fund; established and created.,H0393,"Franklin, L.V."
2026,HB938,"PFAS monitoring; DEQ to require for industrial wastewater source, publicly owned treatment works.",H0336,Clark
2026,HB939,"Higher ed. institu., baccalaureate public; board of visitors of Richard Bland College, membership.",H0393,"Franklin, L.V."
2026,HB940,"Suffolk, City of; amending charter, clarifying membership of city council.",H0336,Clark
2026,HB941,High school graduation requirements; hands-on bleeding control training.,H0336,Clark
2026,HB942,Custody and visitation of a child; possession or consumption of authorized substances.,H0336,Clark
2026,HB943,Campus police officers; free use of toll facilities.,H0393,"Franklin, L.V."
2026,HB944,"Workplace violence; policy required for certain employers, civil penalty, delayed effective date.",H0336,Clark
2026,HB945,"Geothermal energy; Dept. of Energy to study, SCC to establish requirements for high energy users.",H0336,Clark
2026,HB946,"Income tax, state; affordable rental housing tax credit.",H0393,"Franklin, L.V."
2026,HB947,Virginia Youth Empowerment and Mentoring Grant Fund and Program; created and established.,H0311,Askew
2026,HB948,"Virginia Minimum Wage Act; enforcement, penalties.",H0340,Maldonado
2026,HB949,"Covenants not to compete; exceptions, civil penalty.",H0239,Lopez
2026,HB950,"Unmanned aircraft systems; use by public bodies, search warrant required, exceptions.",H0239,Lopez
2026,HB951,"Housing and Community Development, Board of; ad hoc committees.",H0239,Lopez
2026,HB952,Chesapeake Bay Watershed Nutrient Credit Exchange Program; certain industrial stormwater permittees.,H0239,Lopez
2026,HB953,"Future of redevelopment and housing authorities; DHCD, et al., to examine, report.",H0297,Guzman
2026,HB954,"Rounding procedures; taxes and fees calculated, report.",H0108,Watts
2026,HB955,Certain student enrollment data; State Council of Higher Education for Virginia to annually report.,H0297,Guzman
2026,HB956,License taxes; deduction for out-of-state receipts.,H0108,Watts
2026,HB957,"Public elementary & secondary schools; use 988 Suicide & Crisis Lifeline to address bullying, etc.",H0297,Guzman
2026,HB958,"Income tax, corporate; taxable income, net operating loss.",H0108,Watts
2026,HB959,"Income tax, state; retirement income of certain federal employees.",H0108,Watts
2026,HB960,"Personal property taxes; valuation, effective clause.",H0108,Watts
2026,HB961,"Retail Sales and Use Tax; commercial and industrial exemptions, data centers.",H0108,Watts
2026,HB962,"Employer seeking wage or salary history of prospective employees; prohibited, etc.",H0396,Mehta
2026,HB963,"Constitutional amendment; qualifications of voters, right to vote, persons not entitled to vote.",H0284,Price
2026,HB964,Voter registration; restoration of political rights upon release from incarceration.,H0284,Price
2026,HB965,National Popular Vote Compact; enters Virginia into an interstate compact.,H0284,Price
2026,HB966,Systematic Alien Verification for Entitlements Program (SAVE Program); use by Dept. of Elections.,H0284,Price
2026,HB967,Voting Rights Act of Virginia; revises provisions.,H0284,Price
2026,HB968,"Election results; counting machine-readable ballots, processing absentee ballots.",H0284,Price
2026,HB969,"Virginia Gun Violence Prevention Center; work group to develop policy, etc., to establish.",H0284,Price
2026,HB970,"Dental assistants; supragingival scaling and coronal polishing, certification.",H0284,Price
2026,HB971,"College student-athletes; biometric data, protections and limitations.",H0284,Price
2026,HB972,"Voter registration; list maintenance activities, cancellation procedures, required record matches.",H0284,Price
2026,HB973,"Health records; disclosure of laboratory test results, waiting period.",H0284,Price
2026,HB974,Witness impeachment evidence designation; review process.,H0284,Price
2026,HB975,"Alcoholic beverage control; food-to-beverage ratio, report.",H0334,Bennett-Parker
2026,HB976,Person in temporary detention process; alternative transportation provider.,H0284,Price
2026,HB977,Tax laws of the Commonwealth; conformity to the Internal Revenue Code.,H0108,Watts
2026,HB978,"Retail Sales and Use Tax; taxation on various services, includes digital personal property.",H0108,Watts
2026,HB979,Taxation provisions; increases standard deduction.,H0108,Watts
2026,HB980,"Alcoholic beverage control; voluntary no-buy program, etc.",H0362,Garrett
2026,HB981,"Criminal cases; prosecutorial misconduct, reasonable costs and attorney fees.",H0362,Garrett
2026,HB982,"Political campaign advertisements; synthetic media, penalty.",H0362,Garrett
2026,HB983,Immunization requirements for children; removes hepatitis B vaccine.,H0362,Garrett
2026,HB984,"Virginia Consumer Protection Act; cash payments, discrimination prohibited, penalty.",H0362,Garrett
2026,HB985,Local land use; authority for decision belongs solely to locality.,H0362,Garrett
2026,HB986,"Fire Programs Fund; allocation, Virginia At Risk Fire Grant Program established.",H0362,Garrett
2026,HB987,Virginia Retirement System; service credit for career and technical education teachers.,H0362,Garrett
2026,HB988,Virginia Human Rights Act; unlawful discrimination.,H0362,Garrett
2026,HB989,Sexual abuse of children; penalty.,H0362,Garrett
2026,HB990,Virginia Higher Education Scholarship Act Fund and Program; created and established.,H0362,Garrett
2026,HB991,"Income tax, state; subtraction for volunteer firefighters and emergency medical services personnel.",H0362,Garrett
2026,HB992,Administrative Process Act; regulatory economic analysis required.,H0362,Garrett
2026,HB993,Driver privilege cards and permits; discontinues issuance.,H0362,Garrett
2026,HB994,Photo speed monitoring devices; placement and operation.,H0351,Seibold
2026,HB995,Trees; conservation of during land development process in Planning District 8 minimum tree canopy.,H0351,Seibold
2026,HB996,Postsecondary Education Rehabilitation Transition Program; plan for expansion of Program.,H0351,Seibold
2026,HB997,"Long-term care insurance; premium rate increases, regulations.",H0351,Seibold
2026,HB998,"Menstrual products ingredient labeling; restriction of substances, delayed effective date.",H0351,Seibold
2026,HB999,"Virginia Human Rights Act; equal credit opportunities, Virginia Fair Housing Law, nondiscrimination.",H0314,"Cole, J.G."
2026,HB1000,"Rappahannock Area Transportation Authority; created, funding, Planning District 16.",H0314,"Cole, J.G."
2026,HB1001,"Virginia College Access and Affordability Scholarship Fund; established, report.",H0305,Tran
2026,HB1002,"Utilities, certain; notice procedures for nonpayment.",H0305,Tran
2026,HB1003,"Transportation network companies; establishes minimum compensation rates, civil penalty.",H0305,Tran
2026,HB1004,"Income tax, state; creates child tax credit.",H0305,Tran
2026,HB1005,"Virginia Residential Landlord and Tenant Act; rental payment methods, prohibited fees.",H0305,Tran
2026,HB1006,Schedule VI controlled substances; TPA-certified optometrists permitted to sell and dispense.,H0305,Tran
2026,HB1007,Virginia Birth-Related Neurological Injury Compensation Program and Fund; filing of claims.,H0305,Tran
2026,HB1008,"Motor vehicle sales and use tax; exemption for electric vehicles, etc.",H0305,Tran
2026,HB1009,"Administration of government; language access equity, report.",H0305,Tran
2026,HB1010,"School crossing zones; large children's sports complexes, Planning District 8 (Northern Virginia).",H0305,Tran
2026,HB1011,"Compost and other products containing organic soil amendments; waste disposal infrastructure, etc.",H0305,Tran
2026,HB1012,School access corridors; snow and ice removal in Planning District 8 (Northern Virginia).,H0305,Tran
2026,HB1013,"Diamondback terrapin protection areas; MRC to develop in portions of Chesapeake Bay, etc.",H0305,Tran
2026,HB1014,Incapacitated persons; finding of lack of capacity to understand act of voting.,H0305,Tran
2026,HB1015,"Firearms, etc.; carrying concealed weapon by persons convicted of misdemeanor hate crime prohibited.",H0305,Tran
2026,HB1016,Cats and dogs; Virginia Cooperative Extension Service to create a list of toxic houseplants.,H0305,Tran
2026,HB1017,"School boards; excusing students from attendance at school, verified medical reasons.",H0305,Tran
2026,HB1018,"Veterans & Defense Affairs, Sec. of; study to recommend plan to guide legislation rel. to veterans.",H0380,Reaser
2026,HB1019,Health Coordination Network Program; patient data collection.,H0380,Reaser
2026,HB1020,Sexual abuse during infancy or incapacity; accrual.,H0380,Reaser
2026,HB1021,Affordable housing; development of an assisted living facility.,H0380,Reaser
2026,HB1022,"Consumer protection; automatic renewal or continuous service offers, disclosure and cancellation.",H0380,Reaser
2026,HB1023,Part-time or adjunct instructor in public schools; locally awarded subject matter expert credential.,H0325,Walker
