member_id,MBR_NAME,party,topic_name,topic_vote_events,eligible_topic_events,party_break_events,cross_party_events,cross_party_pct
H0253,Terry L. Austin,R,Education,264,260,20,14,5.384615384615385
H0056,Terry G. Kilgore,R,Criminal Justice,275,264,21,14,5.303030303030303
H0348,Wren M. Williams,R,Behavioral Health,68,67,15,13,19.402985074626866
H0359,N. Baxter Ennis,R,Elections and Voting,71,70,13,13,18.571428571428573
H0267,"Robert S. Bloxom, Jr.",R,Housing,84,80,14,13,16.25
H0359,N. Baxter Ennis,R,Higher Education,87,84,15,13,15.476190476190476
H0073,"Robert D. Orrock, Sr.",R,Energy and Utilities,100,94,13,13,13.829787234042554
H0384,Eric Phillips,R,Energy and Utilities,96,95,14,13,13.684210526315791
H0315,Carrie E. Coyner,R,Transportation,124,107,15,13,12.149532710280374
H0350,Ellen H. Campbell,R,Energy and Utilities,113,113,15,13,11.504424778761061
H0345,Anne Ferrell Tata,R,Energy and Utilities,123,123,14,13,10.569105691056912
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Local Government,181,172,16,13,7.55813953488372
H0335,Mike A. Cherry,R,Criminal Justice,205,202,17,13,6.435643564356436
H0346,Kim A. Taylor,R,Insurance,41,40,12,12,30.0
H0315,Carrie E. Coyner,R,Social Services,57,50,12,12,24.0
H0337,A.C. Cordoza,R,"Study Commissions, Committees, and Reports",67,67,12,12,17.91044776119403
H0315,Carrie E. Coyner,R,Behavioral Health,94,82,12,12,14.634146341463413
H0056,Terry G. Kilgore,R,"Study Commissions, Committees, and Reports",87,83,14,12,14.457831325301203
H0345,Anne Ferrell Tata,R,Higher Education,113,110,12,12,10.909090909090908
H0359,N. Baxter Ennis,R,Family and Children,122,117,12,12,10.256410256410255
H0379,David Owen,R,Unclassified,155,154,14,12,7.792207792207792
H0337,A.C. Cordoza,R,Unclassified,174,173,13,12,6.9364161849710975
H0363,W. Chad Green,R,Criminal Justice,195,195,13,12,6.153846153846154
H0308,Joseph P. McNamara,R,Education,223,214,26,12,5.607476635514018
H0345,Anne Ferrell Tata,R,Criminal Justice,223,221,13,12,5.429864253393665
H0262,"James A. ""Jay"" Leftwich",R,Criminal Justice,284,272,20,12,4.411764705882353
H0313,Amanda E. Batten,R,Education,377,362,32,12,3.314917127071823
H0315,Carrie E. Coyner,R,Marriage and Domestic Relations,34,31,11,11,35.483870967741936
H0367,Geary Higgins,R,Agriculture and Food,40,40,11,11,27.500000000000004
H0378,Chris Obenshain,R,Housing,54,53,11,11,20.754716981132077
H0337,A.C. Cordoza,R,Higher Education,59,59,11,11,18.64406779661017
H0056,Terry G. Kilgore,R,Insurance,97,90,12,11,12.222222222222221
H0253,Terry L. Austin,R,Housing,100,98,12,11,11.224489795918368
H0267,"Robert S. Bloxom, Jr.",R,Transportation,121,120,12,11,9.166666666666666
H0363,W. Chad Green,R,Local Government,148,148,12,11,7.4324324324324325
H0073,"Robert D. Orrock, Sr.",R,Local Government,157,151,11,11,7.28476821192053
H0073,"Robert D. Orrock, Sr.",R,Unclassified,164,159,11,11,6.918238993710692
H0337,A.C. Cordoza,R,Courts and Civil Law,166,166,13,11,6.626506024096386
H0262,"James A. ""Jay"" Leftwich",R,Local Government,170,167,15,11,6.58682634730539
H0242,Israel D. O'Quinn,R,Energy and Utilities,191,178,14,11,6.179775280898876
H0345,Anne Ferrell Tata,R,Unclassified,178,178,11,11,6.179775280898876
H0348,Wren M. Williams,R,Transportation,192,185,14,11,5.9459459459459465
H0337,A.C. Cordoza,R,Labor and Employment,188,188,13,11,5.851063829787234
H0346,Kim A. Taylor,R,Health and Healthcare,235,210,12,11,5.238095238095238
H0367,Geary Higgins,R,Education,250,248,18,11,4.435483870967742
H0359,N. Baxter Ennis,R,Agriculture and Food,44,41,10,10,24.390243902439025
H0267,"Robert S. Bloxom, Jr.",R,Insurance,45,44,10,10,22.727272727272727
H0073,"Robert D. Orrock, Sr.",R,Housing,54,52,10,10,19.230769230769234
H0359,N. Baxter Ennis,R,Business and Commerce,65,62,11,10,16.129032258064516
H0358,"Mark L. Earley, Jr.",R,Public Safety,82,81,10,10,12.345679012345679
H0224,James W. Morefield,R,Housing,93,90,11,10,11.11111111111111
H0346,Kim A. Taylor,R,Energy and Utilities,96,95,14,10,10.526315789473683
H0363,W. Chad Green,R,Higher Education,98,95,10,10,10.526315789473683
H0238,M. Keith Hodges,R,Energy and Utilities,116,115,18,10,8.695652173913043
H0337,A.C. Cordoza,R,Health and Healthcare,139,138,10,10,7.246376811594203
H0337,A.C. Cordoza,R,Transportation,145,145,10,10,6.896551724137931
H0346,Kim A. Taylor,R,Unclassified,158,146,15,10,6.8493150684931505
H0315,Carrie E. Coyner,R,Health and Healthcare,203,173,11,10,5.780346820809249
H0378,Chris Obenshain,R,Labor and Employment,176,175,12,10,5.714285714285714
H0363,W. Chad Green,R,Labor and Employment,205,203,12,10,4.926108374384237
H0056,Terry G. Kilgore,R,Labor and Employment,220,216,12,10,4.62962962962963
H0238,M. Keith Hodges,R,Local Government,230,229,15,10,4.366812227074235
H0379,David Owen,R,Criminal Justice,234,231,11,10,4.329004329004329
H0345,Anne Ferrell Tata,R,Local Government,238,237,12,10,4.219409282700422
H0373,Ian T. Lovejoy,R,Data Centers,11,11,9,9,81.81818181818183
H0373,Ian T. Lovejoy,R,Insurance,38,38,9,9,23.684210526315788
H0267,"Robert S. Bloxom, Jr.",R,Social Services,41,41,9,9,21.951219512195124
H0337,A.C. Cordoza,R,Social Services,41,41,9,9,21.951219512195124
H0056,Terry G. Kilgore,R,Social Services,46,43,9,9,20.930232558139537
H0345,Anne Ferrell Tata,R,Social Services,49,48,9,9,18.75
H0359,N. Baxter Ennis,R,Housing,50,48,9,9,18.75
H0315,Carrie E. Coyner,R,Agriculture and Food,58,49,10,9,18.367346938775512
H0056,Terry G. Kilgore,R,Housing,57,54,10,9,16.666666666666664
H0358,"Mark L. Earley, Jr.",R,Behavioral Health,63,60,10,9,15.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Housing,86,79,10,9,11.39240506329114
H0315,Carrie E. Coyner,R,"Study Commissions, Committees, and Reports",93,80,11,9,11.25
H0253,Terry L. Austin,R,Elections and Voting,82,81,9,9,11.11111111111111
H0267,"Robert S. Bloxom, Jr.",R,Taxes and Revenue,89,89,10,9,10.112359550561797
H0379,David Owen,R,Energy and Utilities,96,96,10,9,9.375
H0267,"Robert S. Bloxom, Jr.",R,Environment and Conservation,108,106,10,9,8.49056603773585
H0315,Carrie E. Coyner,R,Courts and Civil Law,122,106,9,9,8.49056603773585
H0337,A.C. Cordoza,R,Public Safety,112,111,10,9,8.108108108108109
H0346,Kim A. Taylor,R,Local Government,140,133,11,9,6.7669172932330826
H0376,Paul V. Milde,R,Local Government,145,137,19,9,6.569343065693431
H0363,W. Chad Green,R,Elections and Voting,140,140,13,9,6.428571428571428
H0378,Chris Obenshain,R,Local Government,147,147,11,9,6.122448979591836
H0346,Kim A. Taylor,R,Labor and Employment,168,157,10,9,5.7324840764331215
H0247,Michael J. Webert,R,Local Government,173,164,27,9,5.487804878048781
H0348,Wren M. Williams,R,Courts and Civil Law,166,164,14,9,5.487804878048781
H0358,"Mark L. Earley, Jr.",R,Labor and Employment,172,171,10,9,5.263157894736842
H0333,Jason S. Ballard,R,Courts and Civil Law,177,176,10,9,5.113636363636364
H0329,Bill Wiley,R,Unclassified,187,187,12,9,4.81283422459893
H0367,Geary Higgins,R,Criminal Justice,196,195,14,9,4.615384615384616
H0238,M. Keith Hodges,R,Unclassified,204,202,12,9,4.455445544554455
H0267,"Robert S. Bloxom, Jr.",R,Labor and Employment,207,205,11,9,4.390243902439024
H0253,Terry L. Austin,R,Unclassified,214,214,14,9,4.205607476635514
H0369,Hillary Pugh Kent,R,Education,219,217,13,9,4.147465437788019
H0384,Eric Phillips,R,Criminal Justice,222,217,9,9,4.147465437788019
H0247,Michael J. Webert,R,Data Centers,11,11,8,8,72.72727272727273
H0363,W. Chad Green,R,Insurance,37,37,9,8,21.62162162162162
H0224,James W. Morefield,R,Social Services,40,38,8,8,21.052631578947366
H0358,"Mark L. Earley, Jr.",R,Social Services,39,38,8,8,21.052631578947366
H0337,A.C. Cordoza,R,Insurance,39,39,8,8,20.51282051282051
H0373,Ian T. Lovejoy,R,Agriculture and Food,40,39,8,8,20.51282051282051
H0363,W. Chad Green,R,Agriculture and Food,48,47,8,8,17.02127659574468
H0373,Ian T. Lovejoy,R,Environment and Conservation,52,52,8,8,15.384615384615385
H0359,N. Baxter Ennis,R,Social Services,54,53,8,8,15.09433962264151
H0337,A.C. Cordoza,R,Housing,55,54,9,8,14.814814814814813
H0358,"Mark L. Earley, Jr.",R,Higher Education,55,55,8,8,14.545454545454545
H0359,N. Baxter Ennis,R,Environment and Conservation,56,55,8,8,14.545454545454545
H0367,Geary Higgins,R,Social Services,55,55,8,8,14.545454545454545
H0345,Anne Ferrell Tata,R,Agriculture and Food,59,58,8,8,13.793103448275861
H0373,Ian T. Lovejoy,R,Housing,60,58,8,8,13.793103448275861
H0378,Chris Obenshain,R,Higher Education,58,58,8,8,13.793103448275861
H0379,David Owen,R,Higher Education,59,59,8,8,13.559322033898304
H0267,"Robert S. Bloxom, Jr.",R,Higher Education,67,67,8,8,11.940298507462686
H0369,Hillary Pugh Kent,R,Environment and Conservation,72,72,9,8,11.11111111111111
H0337,A.C. Cordoza,R,Taxes and Revenue,77,77,8,8,10.38961038961039
H0315,Carrie E. Coyner,R,Taxes and Revenue,91,78,8,8,10.256410256410255
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Environment and Conservation,84,83,9,8,9.63855421686747
H0315,Carrie E. Coyner,R,Business and Commerce,107,84,8,8,9.523809523809524
H0335,Mike A. Cherry,R,Higher Education,101,98,12,8,8.16326530612245
H0369,Hillary Pugh Kent,R,Energy and Utilities,100,98,14,8,8.16326530612245
H0359,N. Baxter Ennis,R,Firearms,101,100,8,8,8.0
H0363,W. Chad Green,R,Family and Children,123,118,9,8,6.779661016949152
H0262,"James A. ""Jay"" Leftwich",R,Transportation,126,121,13,8,6.6115702479338845
H0337,A.C. Cordoza,R,Budget and Appropriations,124,123,8,8,6.504065040650407
H0267,"Robert S. Bloxom, Jr.",R,Budget and Appropriations,146,135,9,8,5.9259259259259265
H0384,Eric Phillips,R,Local Government,138,135,10,8,5.9259259259259265
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Taxes and Revenue,146,137,10,8,5.839416058394161
H0379,David Owen,R,Local Government,138,138,10,8,5.797101449275362
H0315,Carrie E. Coyner,R,Budget and Appropriations,154,143,8,8,5.594405594405594
H0373,Ian T. Lovejoy,R,Labor and Employment,155,153,8,8,5.228758169934641
H0347,"H. Otto Wachsmann, Jr.",R,Unclassified,160,159,11,8,5.031446540880504
H0378,Chris Obenshain,R,Unclassified,159,159,10,8,5.031446540880504
H0231,Tony O. Wilt,R,Local Government,164,162,10,8,4.938271604938271
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Unclassified,178,166,12,8,4.819277108433735
H0367,Geary Higgins,R,Unclassified,167,166,12,8,4.819277108433735
H0253,Terry L. Austin,R,Transportation,181,181,10,8,4.41988950276243
H0373,Ian T. Lovejoy,R,Criminal Justice,188,185,8,8,4.324324324324325
H0056,Terry G. Kilgore,R,Unclassified,201,188,15,8,4.25531914893617
H0350,Ellen H. Campbell,R,Unclassified,200,192,8,8,4.166666666666666
H0348,Wren M. Williams,R,Labor and Employment,221,220,20,8,3.6363636363636362
H0337,A.C. Cordoza,R,Agriculture and Food,38,38,7,7,18.421052631578945
H0378,Chris Obenshain,R,Agriculture and Food,38,38,8,7,18.421052631578945
H0346,Kim A. Taylor,R,Social Services,45,42,7,7,16.666666666666664
H0073,"Robert D. Orrock, Sr.",R,Insurance,44,44,7,7,15.909090909090908
H0346,Kim A. Taylor,R,Housing,50,45,8,7,15.555555555555555
H0379,David Owen,R,Social Services,45,45,7,7,15.555555555555555
H0376,Paul V. Milde,R,Housing,50,49,12,7,14.285714285714285
H0350,Ellen H. Campbell,R,Agriculture and Food,50,50,7,7,14.000000000000002
H0337,A.C. Cordoza,R,Environment and Conservation,52,52,8,7,13.461538461538462
H0346,Kim A. Taylor,R,Environment and Conservation,56,55,10,7,12.727272727272727
H0056,Terry G. Kilgore,R,Higher Education,59,57,9,7,12.280701754385964
H0367,Geary Higgins,R,Housing,59,57,9,7,12.280701754385964
H0262,"James A. ""Jay"" Leftwich",R,Environment and Conservation,58,58,10,7,12.068965517241379
H0348,Wren M. Williams,R,Environment and Conservation,66,63,13,7,11.11111111111111
H0345,Anne Ferrell Tata,R,Environment and Conservation,65,64,7,7,10.9375
H0369,Hillary Pugh Kent,R,Business and Commerce,67,66,9,7,10.606060606060606
H0267,"Robert S. Bloxom, Jr.",R,Agriculture and Food,69,68,8,7,10.294117647058822
H0379,David Owen,R,Elections and Voting,69,69,7,7,10.144927536231885
H0378,Chris Obenshain,R,Elections and Voting,70,70,10,7,10.0
H0073,"Robert D. Orrock, Sr.",R,Environment and Conservation,76,71,7,7,9.859154929577464
H0056,Terry G. Kilgore,R,Elections and Voting,75,73,7,7,9.58904109589041
H0329,Bill Wiley,R,Housing,80,78,7,7,8.974358974358974
H0242,Israel D. O'Quinn,R,"Study Commissions, Committees, and Reports",88,79,10,7,8.860759493670885
H0267,"Robert S. Bloxom, Jr.",R,"Study Commissions, Committees, and Reports",81,81,7,7,8.641975308641975
H0359,N. Baxter Ennis,R,Public Safety,83,81,8,7,8.641975308641975
H0315,Carrie E. Coyner,R,Public Safety,98,82,8,7,8.536585365853659
H0347,"H. Otto Wachsmann, Jr.",R,"Study Commissions, Committees, and Reports",83,83,14,7,8.433734939759036
H0238,M. Keith Hodges,R,Public Safety,84,84,8,7,8.333333333333332
H0262,"James A. ""Jay"" Leftwich",R,Public Safety,86,84,8,7,8.333333333333332
H0350,Ellen H. Campbell,R,Housing,92,84,9,7,8.333333333333332
H0224,James W. Morefield,R,Taxes and Revenue,91,87,8,7,8.045977011494253
H0308,Joseph P. McNamara,R,Insurance,97,87,14,7,8.045977011494253
H0379,David Owen,R,Family and Children,91,91,7,7,7.6923076923076925
H0238,M. Keith Hodges,R,Behavioral Health,99,97,7,7,7.216494845360824
H0262,"James A. ""Jay"" Leftwich",R,Energy and Utilities,98,98,9,7,7.142857142857142
H0346,Kim A. Taylor,R,Courts and Civil Law,111,98,8,7,7.142857142857142
H0348,Wren M. Williams,R,Public Safety,106,104,11,7,6.730769230769231
H0363,W. Chad Green,R,Transportation,107,106,7,7,6.60377358490566
H0359,N. Baxter Ennis,R,Behavioral Health,112,107,8,7,6.5420560747663545
H0238,M. Keith Hodges,R,Transportation,116,115,7,7,6.086956521739131
H0345,Anne Ferrell Tata,R,Transportation,116,115,8,7,6.086956521739131
H0373,Ian T. Lovejoy,R,Health and Healthcare,119,118,7,7,5.932203389830509
H0315,Carrie E. Coyner,R,Family and Children,139,125,7,7,5.6000000000000005
H0379,David Owen,R,Budget and Appropriations,125,125,7,7,5.6000000000000005
H0359,N. Baxter Ennis,R,Budget and Appropriations,131,129,12,7,5.426356589147287
H0363,W. Chad Green,R,Health and Healthcare,135,133,9,7,5.263157894736842
H0333,Jason S. Ballard,R,Energy and Utilities,145,140,8,7,5.0
H0350,Ellen H. Campbell,R,Budget and Appropriations,145,141,8,7,4.964539007092199
H0253,Terry L. Austin,R,Budget and Appropriations,143,143,7,7,4.895104895104895
H0347,"H. Otto Wachsmann, Jr.",R,Local Government,145,145,8,7,4.827586206896552
H0358,"Mark L. Earley, Jr.",R,Local Government,148,148,10,7,4.72972972972973
H0358,"Mark L. Earley, Jr.",R,Unclassified,156,153,11,7,4.57516339869281
H0348,Wren M. Williams,R,Health and Healthcare,158,157,18,7,4.45859872611465
H0350,Ellen H. Campbell,R,Health and Healthcare,182,165,10,7,4.242424242424243
H0328,Scott A. Wyatt,R,Unclassified,177,176,10,7,3.977272727272727
H0333,Jason S. Ballard,R,Unclassified,189,189,8,7,3.7037037037037033
H0329,Bill Wiley,R,Criminal Justice,214,213,10,7,3.286384976525822
H0350,Ellen H. Campbell,R,Local Government,237,227,8,7,3.0837004405286343
H0328,Scott A. Wyatt,R,Local Government,230,228,10,7,3.070175438596491
H0333,Jason S. Ballard,R,Labor and Employment,244,242,9,7,2.8925619834710745
H0367,Geary Higgins,R,Data Centers,13,13,6,6,46.15384615384615
H0384,Eric Phillips,R,Social Services,36,35,6,6,17.142857142857142
H0358,"Mark L. Earley, Jr.",R,Agriculture and Food,37,36,6,6,16.666666666666664
H0359,N. Baxter Ennis,R,Insurance,40,38,7,6,15.789473684210526
H0378,Chris Obenshain,R,Social Services,41,41,6,6,14.634146341463413
H0379,David Owen,R,Insurance,41,41,6,6,14.634146341463413
H0350,Ellen H. Campbell,R,Social Services,45,43,6,6,13.953488372093023
H0253,Terry L. Austin,R,Agriculture and Food,47,47,7,6,12.76595744680851
H0347,"H. Otto Wachsmann, Jr.",R,Housing,50,49,10,6,12.244897959183673
H0346,Kim A. Taylor,R,Higher Education,58,51,6,6,11.76470588235294
H0231,Tony O. Wilt,R,Housing,54,52,7,6,11.538461538461538
H0315,Carrie E. Coyner,R,Environment and Conservation,68,53,8,6,11.320754716981133
H0363,W. Chad Green,R,Environment and Conservation,55,54,7,6,11.11111111111111
H0347,"H. Otto Wachsmann, Jr.",R,Higher Education,55,55,6,6,10.909090909090908
H0384,Eric Phillips,R,Higher Education,56,55,7,6,10.909090909090908
H0367,Geary Higgins,R,Higher Education,57,57,9,6,10.526315789473683
H0346,Kim A. Taylor,R,Elections and Voting,69,62,6,6,9.67741935483871
H0262,"James A. ""Jay"" Leftwich",R,Behavioral Health,65,63,7,6,9.523809523809524
H0238,M. Keith Hodges,R,Housing,65,64,6,6,9.375
H0373,Ian T. Lovejoy,R,"Study Commissions, Committees, and Reports",64,64,6,6,9.375
H0253,Terry L. Austin,R,Environment and Conservation,65,65,8,6,9.230769230769232
H0073,"Robert D. Orrock, Sr.",R,Business and Commerce,69,66,6,6,9.090909090909092
H0348,Wren M. Williams,R,Insurance,69,66,11,6,9.090909090909092
H0056,Terry G. Kilgore,R,Behavioral Health,71,69,7,6,8.695652173913043
H0348,Wren M. Williams,R,Elections and Voting,69,69,10,6,8.695652173913043
H0337,A.C. Cordoza,R,Elections and Voting,70,70,8,6,8.571428571428571
H0056,Terry G. Kilgore,R,Taxes and Revenue,84,84,8,6,7.142857142857142
H0350,Ellen H. Campbell,R,Elections and Voting,87,84,6,6,7.142857142857142
H0224,James W. Morefield,R,Elections and Voting,89,86,9,6,6.976744186046512
H0345,Anne Ferrell Tata,R,Taxes and Revenue,87,87,6,6,6.896551724137931
H0373,Ian T. Lovejoy,R,Elections and Voting,88,87,6,6,6.896551724137931
H0329,Bill Wiley,R,Business and Commerce,91,88,6,6,6.8181818181818175
H0073,"Robert D. Orrock, Sr.",R,Behavioral Health,95,93,7,6,6.451612903225806
H0376,Paul V. Milde,R,Energy and Utilities,96,93,10,6,6.451612903225806
H0379,David Owen,R,Behavioral Health,94,94,6,6,6.382978723404255
H0384,Eric Phillips,R,Elections and Voting,106,102,7,6,5.88235294117647
H0056,Terry G. Kilgore,R,Family and Children,108,105,8,6,5.714285714285714
H0329,Bill Wiley,R,Energy and Utilities,109,108,10,6,5.555555555555555
H0359,N. Baxter Ennis,R,Courts and Civil Law,110,108,8,6,5.555555555555555
H0350,Ellen H. Campbell,R,Transportation,115,113,9,6,5.3097345132743365
H0373,Ian T. Lovejoy,R,Budget and Appropriations,120,120,6,6,5.0
H0358,"Mark L. Earley, Jr.",R,Health and Healthcare,125,122,8,6,4.918032786885246
H0347,"H. Otto Wachsmann, Jr.",R,Budget and Appropriations,124,123,6,6,4.878048780487805
H0056,Terry G. Kilgore,R,Budget and Appropriations,127,124,8,6,4.838709677419355
H0357,Will Davis,R,Courts and Civil Law,145,145,8,6,4.137931034482759
H0325,Wendell S. Walker,R,Local Government,147,146,6,6,4.10958904109589
H0378,Chris Obenshain,R,Courts and Civil Law,148,148,8,6,4.054054054054054
H0224,James W. Morefield,R,Health and Healthcare,156,150,6,6,4.0
H0124,R. Lee Ware,R,Local Government,165,162,9,6,3.7037037037037033
H0056,Terry G. Kilgore,R,Health and Healthcare,173,167,9,6,3.592814371257485
H0357,Will Davis,R,Labor and Employment,174,174,9,6,3.4482758620689653
H0348,Wren M. Williams,R,Unclassified,191,190,16,6,3.1578947368421053
H0325,Wendell S. Walker,R,Criminal Justice,192,192,13,6,3.125
H0347,"H. Otto Wachsmann, Jr.",R,Criminal Justice,199,199,13,6,3.015075376884422
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Education,235,221,16,6,2.7149321266968327
H0262,"James A. ""Jay"" Leftwich",R,Education,239,235,17,6,2.553191489361702
H0073,"Robert D. Orrock, Sr.",R,Health and Healthcare,242,237,8,6,2.5316455696202533
H0329,Bill Wiley,R,Education,257,252,12,6,2.380952380952381
H0357,Will Davis,R,Criminal Justice,264,262,9,6,2.2900763358778624
H0238,M. Keith Hodges,R,Education,298,295,11,6,2.0338983050847457
H0378,Chris Obenshain,R,Criminal Justice,302,299,15,6,2.0066889632107023
H0313,Amanda E. Batten,R,Criminal Justice,402,396,40,6,1.5151515151515151
H0315,Carrie E. Coyner,R,Constitutional Amendments,9,9,5,5,55.55555555555556
H0267,"Robert S. Bloxom, Jr.",R,Constitutional Amendments,15,15,5,5,33.33333333333333
H0347,"H. Otto Wachsmann, Jr.",R,Constitutional Amendments,15,15,5,5,33.33333333333333
H0363,W. Chad Green,R,Constitutional Amendments,15,15,5,5,33.33333333333333
H0150,"Daniel W. Marshall, III",R,Environment and Conservation,88,33,7,5,15.151515151515152
H0358,"Mark L. Earley, Jr.",R,Insurance,38,35,6,5,14.285714285714285
H0242,Israel D. O'Quinn,R,Social Services,39,36,5,5,13.88888888888889
