member_id,MBR_NAME,party,topic_name,topic_vote_events,eligible_topic_events,party_break_events,cross_party_events,cross_party_pct
H0343,Briana D. Sewell,D,Higher Education,115,111,3,0,0.0
H0372,Destiny LeVere Bolling,D,Transportation,115,111,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Transportation,115,110,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Transportation,111,110,1,0,0.0
H0311,Alex Q. Askew,D,Higher Education,113,110,0,0,0.0
H0372,Destiny LeVere Bolling,D,Family and Children,127,110,1,0,0.0
H0181,C. Todd Gilbert,R,Transportation,111,109,8,0,0.0
H0208,Charniele L. Herring,D,"Study Commissions, Committees, and Reports",113,109,0,0,0.0
H0227,Luke E. Torian,D,Energy and Utilities,117,109,0,0,0.0
H0264,Marcus B. Simon,D,Family and Children,112,109,2,0,0.0
H0311,Alex Q. Askew,D,Energy and Utilities,111,109,0,0,0.0
H0361,Debra D. Gardner,D,Courts and Civil Law,111,109,1,0,0.0
H0361,Debra D. Gardner,D,Transportation,110,109,0,0,0.0
H0181,C. Todd Gilbert,R,Courts and Civil Law,109,108,9,0,0.0
H0264,Marcus B. Simon,D,Public Safety,120,108,1,0,0.0
H0301,David A. Reid,D,Courts and Civil Law,108,108,1,0,0.0
H0301,David A. Reid,D,Elections and Voting,109,108,0,0,0.0
H0323,Shelly A. Simonds,D,Energy and Utilities,110,108,1,0,0.0
H0327,Rodney T. Willett,D,Courts and Civil Law,109,108,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Taxes and Revenue,120,108,6,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Courts and Civil Law,108,108,4,0,0.0
H0382,Joshua E. Thomas,D,Family and Children,109,108,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Health and Healthcare,117,107,19,0,0.0
H0172,Mark D. Sickles,D,Courts and Civil Law,109,107,1,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Elections and Voting,108,107,2,0,0.0
H0301,David A. Reid,D,Energy and Utilities,107,107,0,0,0.0
H0354,Katrina Callsen,D,Energy and Utilities,109,107,0,0,0.0
H0279,Nicholas J. Freitas,R,Taxes and Revenue,119,106,20,0,0.0
H0281,Paul E. Krizek,D,Environment and Conservation,107,106,2,0,0.0
H0353,Bonita G. Anthony,D,Courts and Civil Law,106,106,0,0,0.0
H0364,Timothy P. Griffin,R,Courts and Civil Law,106,106,11,0,0.0
H0370,Karen Keys-Gamarra,D,Family and Children,106,106,8,0,0.0
H0372,Destiny LeVere Bolling,D,Elections and Voting,106,106,0,0,0.0
H0380,Atoosa R. Reaser,D,Energy and Utilities,106,106,0,0,0.0
H0314,Joshua G. Cole,D,Courts and Civil Law,109,105,2,0,0.0
H0335,Mike A. Cherry,R,Courts and Civil Law,105,105,3,0,0.0
H0342,Phillip A. Scott,R,Family and Children,113,105,10,0,0.0
H0353,Bonita G. Anthony,D,Elections and Voting,106,105,1,0,0.0
H0361,Debra D. Gardner,D,Family and Children,105,105,1,0,0.0
H0371,Amy J. Laufer,D,Courts and Civil Law,108,105,1,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Family and Children,111,104,0,0,0.0
H0305,Kathy K.L. Tran,D,Courts and Civil Law,104,104,3,0,0.0
H0355,Laura Jane Cohen,D,Family and Children,108,104,0,0,0.0
H0383,Eric R. Zehr,R,Courts and Civil Law,104,104,5,0,0.0
H0385,JJ Singh,D,Transportation,105,104,0,0,0.0
H0172,Mark D. Sickles,D,"Study Commissions, Committees, and Reports",117,103,1,0,0.0
H0262,"James A. ""Jay"" Leftwich",R,Family and Children,104,103,1,0,0.0
H0279,Nicholas J. Freitas,R,Courts and Civil Law,111,103,6,0,0.0
H0327,Rodney T. Willett,D,Behavioral Health,103,103,0,0,0.0
H0344,Irene Shin,D,"Study Commissions, Committees, and Reports",107,103,0,0,0.0
H0368,Michael J. Jones,D,Courts and Civil Law,119,103,0,0,0.0
H0342,Phillip A. Scott,R,Behavioral Health,103,102,10,0,0.0
H0356,Rae Cousins,D,Firearms,111,102,0,0,0.0
H0207,Delores L. McQuinn,D,Higher Education,114,101,0,0,0.0
H0208,Charniele L. Herring,D,Behavioral Health,101,101,0,0,0.0
H0266,Sam Rasoul,D,Higher Education,135,101,1,0,0.0
H0322,Don Scott,D,Transportation,101,101,1,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Energy and Utilities,106,101,0,0,0.0
H0342,Phillip A. Scott,R,Courts and Civil Law,103,101,7,0,0.0
H0356,Rae Cousins,D,Higher Education,104,101,0,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Family and Children,101,101,4,0,0.0
H0382,Joshua E. Thomas,D,Housing,104,101,0,0,0.0
H0212,Betsy B. Carr,D,Housing,102,100,0,0,0.0
H0336,Nadarius E. Clark,D,Higher Education,107,100,0,0,0.0
H0342,Phillip A. Scott,R,Higher Education,104,100,6,0,0.0
H0354,Katrina Callsen,D,Family and Children,100,100,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Transportation,106,100,11,0,0.0
H0366,Phil M. Hernandez,D,Energy and Utilities,101,100,2,0,0.0
H0366,Phil M. Hernandez,D,Environment and Conservation,102,100,0,0,0.0
H0374,Marty Martinez,D,Energy and Utilities,101,100,2,0,0.0
H0385,JJ Singh,D,Courts and Civil Law,101,100,1,0,0.0
H0073,"Robert D. Orrock, Sr.",R,Courts and Civil Law,105,99,0,0,0.0
H0108,Vivian E. Watts,D,Family and Children,99,99,1,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Family and Children,105,99,3,0,0.0
H0305,Kathy K.L. Tran,D,Family and Children,99,99,1,0,0.0
H0337,A.C. Cordoza,R,Firearms,99,99,0,0,0.0
H0342,Phillip A. Scott,R,Elections and Voting,104,99,11,0,0.0
H0352,"Jonathan ""Jed"" Arnold",R,Housing,102,99,5,0,0.0
H0366,Phil M. Hernandez,D,Public Safety,100,99,0,0,0.0
H0367,Geary Higgins,R,Family and Children,100,99,1,0,0.0
H0371,Amy J. Laufer,D,Higher Education,104,99,3,0,0.0
H0376,Paul V. Milde,R,Courts and Civil Law,102,99,0,0,0.0
H0380,Atoosa R. Reaser,D,Higher Education,102,99,1,0,0.0
H0383,Eric R. Zehr,R,Higher Education,102,99,8,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Energy and Utilities,98,98,3,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Energy and Utilities,109,98,0,0,0.0
H0294,Karrie K. Delaney,D,Energy and Utilities,99,98,0,0,0.0
H0322,Don Scott,D,Energy and Utilities,98,98,0,0,0.0
H0327,Rodney T. Willett,D,"Study Commissions, Committees, and Reports",98,98,0,0,0.0
H0370,Karen Keys-Gamarra,D,Energy and Utilities,99,98,2,0,0.0
H0371,Amy J. Laufer,D,Energy and Utilities,100,98,0,0,0.0
H0374,Marty Martinez,D,Transportation,99,98,2,0,0.0
H0375,Adele Y. McClure,D,Energy and Utilities,99,98,2,0,0.0
H0108,Vivian E. Watts,D,Energy and Utilities,101,97,0,0,0.0
H0172,Mark D. Sickles,D,Behavioral Health,119,97,0,0,0.0
H0219,Patrick A. Hope,D,Behavioral Health,101,97,0,0,0.0
H0314,Joshua G. Cole,D,Elections and Voting,101,97,1,0,0.0
H0322,Don Scott,D,Courts and Civil Law,99,97,0,0,0.0
H0340,Michelle Lopes Maldonado,D,Family and Children,97,97,1,0,0.0
H0349,Jackie H. Glass,D,Energy and Utilities,98,97,1,0,0.0
H0351,Holly M. Seibold,D,Energy and Utilities,98,97,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Housing,98,96,3,0,0.0
H0294,Karrie K. Delaney,D,Family and Children,98,96,0,0,0.0
H0305,Kathy K.L. Tran,D,"Study Commissions, Committees, and Reports",96,96,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Housing,110,96,2,0,0.0
H0336,Nadarius E. Clark,D,Family and Children,104,96,3,0,0.0
H0336,Nadarius E. Clark,D,Firearms,101,96,0,0,0.0
H0344,Irene Shin,D,Insurance,101,96,0,0,0.0
H0356,Rae Cousins,D,Energy and Utilities,96,96,0,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Behavioral Health,96,96,2,0,0.0
H0219,Patrick A. Hope,D,Energy and Utilities,96,95,2,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Family and Children,102,95,0,0,0.0
H0311,Alex Q. Askew,D,Elections and Voting,99,95,1,0,0.0
H0317,Dan I. Helmer,D,Firearms,95,95,0,0,0.0
H0323,Shelly A. Simonds,D,Higher Education,101,95,0,0,0.0
H0336,Nadarius E. Clark,D,Energy and Utilities,97,95,2,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Courts and Civil Law,104,95,8,0,0.0
H0385,JJ Singh,D,Energy and Utilities,96,95,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Courts and Civil Law,105,94,5,0,0.0
H0208,Charniele L. Herring,D,Family and Children,95,94,0,0,0.0
H0239,Alfonso H. Lopez,D,Firearms,94,94,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Insurance,99,94,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,"Study Commissions, Committees, and Reports",108,94,0,0,0.0
H0313,Amanda E. Batten,R,Firearms,95,94,0,0,0.0
H0360,Michael B. Feggans,D,Firearms,94,94,0,0,0.0
H0361,Debra D. Gardner,D,Behavioral Health,96,94,1,0,0.0
H0366,Phil M. Hernandez,D,Family and Children,94,94,0,0,0.0
H0371,Amy J. Laufer,D,Family and Children,99,94,0,0,0.0
H0383,Eric R. Zehr,R,Family and Children,99,94,13,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Transportation,105,93,7,0,0.0
H0207,Delores L. McQuinn,D,Courts and Civil Law,111,93,0,0,0.0
H0212,Betsy B. Carr,D,"Study Commissions, Committees, and Reports",95,93,0,0,0.0
H0314,Joshua G. Cole,D,Behavioral Health,99,93,0,0,0.0
H0207,Delores L. McQuinn,D,Family and Children,112,92,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,"Study Commissions, Committees, and Reports",97,92,1,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Behavioral Health,102,92,0,0,0.0
H0343,Briana D. Sewell,D,Elections and Voting,94,92,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Energy and Utilities,98,91,9,0,0.0
H0181,C. Todd Gilbert,R,Elections and Voting,106,91,6,0,0.0
H0266,Sam Rasoul,D,Firearms,100,91,0,0,0.0
H0281,Paul E. Krizek,D,Business and Commerce,92,91,1,0,0.0
H0294,Karrie K. Delaney,D,Business and Commerce,94,91,0,0,0.0
H0317,Dan I. Helmer,D,Public Safety,91,91,0,0,0.0
H0340,Michelle Lopes Maldonado,D,Insurance,96,91,0,0,0.0
H0344,Irene Shin,D,Behavioral Health,91,91,0,0,0.0
H0371,Amy J. Laufer,D,Environment and Conservation,95,91,2,0,0.0
H0305,Kathy K.L. Tran,D,Behavioral Health,90,90,0,0,0.0
H0333,Jason S. Ballard,R,Public Safety,93,90,1,0,0.0
H0343,Briana D. Sewell,D,Taxes and Revenue,90,90,2,0,0.0
H0356,Rae Cousins,D,Behavioral Health,93,90,0,0,0.0
H0368,Michael J. Jones,D,Transportation,107,90,2,0,0.0
H0212,Betsy B. Carr,D,Taxes and Revenue,89,89,0,0,0.0
H0266,Sam Rasoul,D,Behavioral Health,102,89,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Family and Children,91,89,3,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,"Study Commissions, Committees, and Reports",89,89,0,0,0.0
H0311,Alex Q. Askew,D,Public Safety,90,89,0,0,0.0
H0311,Alex Q. Askew,D,Taxes and Revenue,92,89,0,0,0.0
H0344,Irene Shin,D,Elections and Voting,89,89,0,0,0.0
H0357,Will Davis,R,Family and Children,89,89,2,0,0.0
H0375,Adele Y. McClure,D,Business and Commerce,92,89,0,0,0.0
H0177,David L. Bulova,D,Housing,107,88,0,0,0.0
H0264,Marcus B. Simon,D,Firearms,100,88,0,0,0.0
H0281,Paul E. Krizek,D,Taxes and Revenue,88,88,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Behavioral Health,88,88,1,0,0.0
H0344,Irene Shin,D,Taxes and Revenue,88,88,0,0,0.0
H0349,Jackie H. Glass,D,Environment and Conservation,88,88,2,0,0.0
H0351,Holly M. Seibold,D,Business and Commerce,92,88,0,0,0.0
H0360,Michael B. Feggans,D,Public Safety,89,88,1,0,0.0
H0281,Paul E. Krizek,D,"Study Commissions, Committees, and Reports",88,87,0,0,0.0
H0336,Nadarius E. Clark,D,Environment and Conservation,92,87,2,0,0.0
H0374,Marty Martinez,D,Elections and Voting,88,87,1,0,0.0
H0173,Jeion A. Ward,D,"Study Commissions, Committees, and Reports",97,86,0,0,0.0
H0177,David L. Bulova,D,Taxes and Revenue,91,86,2,0,0.0
H0212,Betsy B. Carr,D,Family and Children,86,86,0,0,0.0
H0227,Luke E. Torian,D,Taxes and Revenue,90,86,0,0,0.0
H0247,Michael J. Webert,R,Public Safety,88,86,3,0,0.0
H0264,Marcus B. Simon,D,Taxes and Revenue,86,86,2,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Business and Commerce,90,86,1,0,0.0
H0281,Paul E. Krizek,D,Public Safety,86,86,0,0,0.0
H0305,Kathy K.L. Tran,D,Environment and Conservation,86,86,5,0,0.0
H0313,Amanda E. Batten,R,Behavioral Health,88,86,5,0,0.0
H0340,Michelle Lopes Maldonado,D,Public Safety,87,86,1,0,0.0
H0352,"Jonathan ""Jed"" Arnold",R,Family and Children,89,86,2,0,0.0
H0365,"Rozia A. Henson, Jr.",D,"Study Commissions, Committees, and Reports",86,86,0,0,0.0
H0382,Joshua E. Thomas,D,Firearms,86,86,0,0,0.0
H0317,Dan I. Helmer,D,Environment and Conservation,87,85,2,0,0.0
H0330,Candi Mundon King,D,Firearms,85,85,1,0,0.0
H0361,Debra D. Gardner,D,"Study Commissions, Committees, and Reports",85,85,0,0,0.0
H0177,David L. Bulova,D,Family and Children,85,84,0,0,0.0
H0239,Alfonso H. Lopez,D,Business and Commerce,90,84,1,0,0.0
H0239,Alfonso H. Lopez,D,Family and Children,85,84,0,0,0.0
H0317,Dan I. Helmer,D,"Study Commissions, Committees, and Reports",85,84,0,0,0.0
H0321,Chris S. Runion,R,Business and Commerce,85,84,5,0,0.0
H0327,Rodney T. Willett,D,Public Safety,85,84,0,0,0.0
H0327,Rodney T. Willett,D,Taxes and Revenue,84,84,0,0,0.0
H0330,Candi Mundon King,D,Family and Children,88,84,1,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Business and Commerce,89,84,0,0,0.0
H0378,Chris Obenshain,R,Firearms,84,84,0,0,0.0
H0380,Atoosa R. Reaser,D,Taxes and Revenue,84,84,0,0,0.0
H0172,Mark D. Sickles,D,Taxes and Revenue,83,83,0,0,0.0
H0181,C. Todd Gilbert,R,"Study Commissions, Committees, and Reports",87,83,12,0,0.0
H0219,Patrick A. Hope,D,Firearms,86,83,0,0,0.0
H0231,Tony O. Wilt,R,Firearms,83,83,0,0,0.0
H0281,Paul E. Krizek,D,Housing,87,83,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Taxes and Revenue,85,83,0,0,0.0
H0301,David A. Reid,D,Taxes and Revenue,83,83,0,0,0.0
H0314,Joshua G. Cole,D,Family and Children,90,83,2,0,0.0
H0351,Holly M. Seibold,D,Family and Children,83,83,0,0,0.0
H0351,Holly M. Seibold,D,Firearms,83,83,0,0,0.0
H0352,"Jonathan ""Jed"" Arnold",R,Public Safety,86,83,4,0,0.0
H0355,Laura Jane Cohen,D,Elections and Voting,83,83,1,0,0.0
H0370,Karen Keys-Gamarra,D,Public Safety,84,83,1,0,0.0
H0375,Adele Y. McClure,D,Firearms,94,83,0,0,0.0
H0172,Mark D. Sickles,D,State Government,92,82,0,0,0.0
H0173,Jeion A. Ward,D,Family and Children,85,82,1,0,0.0
H0207,Delores L. McQuinn,D,Energy and Utilities,107,82,0,0,0.0
H0239,Alfonso H. Lopez,D,"Study Commissions, Committees, and Reports",89,82,1,0,0.0
H0247,Michael J. Webert,R,Firearms,82,82,1,0,0.0
H0281,Paul E. Krizek,D,Family and Children,82,82,0,0,0.0
H0301,David A. Reid,D,Family and Children,82,82,0,0,0.0
H0311,Alex Q. Askew,D,Behavioral Health,86,82,0,0,0.0
H0317,Dan I. Helmer,D,Business and Commerce,82,82,0,0,0.0
H0317,Dan I. Helmer,D,Family and Children,82,82,0,0,0.0
H0323,Shelly A. Simonds,D,Elections and Voting,83,82,0,0,0.0
H0340,Michelle Lopes Maldonado,D,"Study Commissions, Committees, and Reports",83,82,0,0,0.0
H0360,Michael B. Feggans,D,Family and Children,83,82,1,0,0.0
H0382,Joshua E. Thomas,D,Taxes and Revenue,83,82,1,0,0.0
H0208,Charniele L. Herring,D,Taxes and Revenue,84,81,0,0,0.0
H0219,Patrick A. Hope,D,"Study Commissions, Committees, and Reports",83,81,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Taxes and Revenue,81,81,1,0,0.0
H0294,Karrie K. Delaney,D,Housing,86,81,0,0,0.0
H0294,Karrie K. Delaney,D,Taxes and Revenue,83,81,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Elections and Voting,91,81,1,0,0.0
H0372,Destiny LeVere Bolling,D,Insurance,95,81,0,0,0.0
H0377,Delores Oates,R,Elections and Voting,81,81,4,0,0.0
H0377,Delores Oates,R,Firearms,81,81,0,0,0.0
H0385,JJ Singh,D,Behavioral Health,86,81,1,0,0.0
H0385,JJ Singh,D,"Study Commissions, Committees, and Reports",82,81,0,0,0.0
H0173,Jeion A. Ward,D,Business and Commerce,90,80,0,0,0.0
H0177,David L. Bulova,D,"Study Commissions, Committees, and Reports",82,80,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Higher Education,84,80,0,0,0.0
H0314,Joshua G. Cole,D,"Study Commissions, Committees, and Reports",87,80,0,0,0.0
H0317,Dan I. Helmer,D,Elections and Voting,80,80,1,0,0.0
H0317,Dan I. Helmer,D,Taxes and Revenue,80,80,3,0,0.0
H0340,Michelle Lopes Maldonado,D,Taxes and Revenue,80,80,0,0,0.0
H0384,Eric Phillips,R,Firearms,81,80,0,0,0.0
H0181,C. Todd Gilbert,R,Taxes and Revenue,80,79,10,0,0.0
H0208,Charniele L. Herring,D,Business and Commerce,81,79,0,0,0.0
H0212,Betsy B. Carr,D,Elections and Voting,80,79,0,0,0.0
H0227,Luke E. Torian,D,Elections and Voting,84,79,0,0,0.0
H0239,Alfonso H. Lopez,D,Taxes and Revenue,82,79,1,0,0.0
H0266,Sam Rasoul,D,Elections and Voting,84,79,2,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Business and Commerce,80,79,3,0,0.0
H0321,Chris S. Runion,R,"Study Commissions, Committees, and Reports",80,79,7,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Family and Children,81,79,1,0,0.0
H0342,Phillip A. Scott,R,"Study Commissions, Committees, and Reports",82,79,14,0,0.0
H0344,Irene Shin,D,Business and Commerce,81,79,0,0,0.0
H0349,Jackie H. Glass,D,Family and Children,79,79,1,0,0.0
H0354,Katrina Callsen,D,Elections and Voting,82,79,1,0,0.0
H0356,Rae Cousins,D,Taxes and Revenue,79,79,0,0,0.0
H0375,Adele Y. McClure,D,Family and Children,81,79,1,0,0.0
H0375,Adele Y. McClure,D,Taxes and Revenue,79,79,0,0,0.0
H0173,Jeion A. Ward,D,Taxes and Revenue,82,78,0,0,0.0
H0207,Delores L. McQuinn,D,Taxes and Revenue,86,78,0,0,0.0
H0264,Marcus B. Simon,D,Elections and Voting,79,78,0,0,0.0
H0321,Chris S. Runion,R,Family and Children,78,78,1,0,0.0
H0323,Shelly A. Simonds,D,Business and Commerce,79,78,1,0,0.0
H0351,Holly M. Seibold,D,Taxes and Revenue,78,78,0,0,0.0
H0372,Destiny LeVere Bolling,D,Business and Commerce,81,78,0,0,0.0
H0374,Marty Martinez,D,Family and Children,79,78,0,0,0.0
H0374,Marty Martinez,D,Taxes and Revenue,79,78,0,0,0.0
H0377,Delores Oates,R,Family and Children,80,78,3,0,0.0
H0108,Vivian E. Watts,D,"Study Commissions, Committees, and Reports",78,77,0,0,0.0
H0264,Marcus B. Simon,D,Behavioral Health,82,77,0,0,0.0
H0266,Sam Rasoul,D,Taxes and Revenue,86,77,1,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Elections and Voting,77,77,0,0,0.0
H0279,Nicholas J. Freitas,R,Higher Education,82,77,7,0,0.0
H0311,Alex Q. Askew,D,Business and Commerce,78,77,0,0,0.0
H0330,Candi Mundon King,D,Business and Commerce,84,77,2,0,0.0
H0336,Nadarius E. Clark,D,Business and Commerce,80,77,1,0,0.0
H0343,Briana D. Sewell,D,Business and Commerce,78,77,0,0,0.0
H0343,Briana D. Sewell,D,"Study Commissions, Committees, and Reports",77,77,0,0,0.0
H0349,Jackie H. Glass,D,Taxes and Revenue,77,77,1,0,0.0
H0353,Bonita G. Anthony,D,Family and Children,77,77,1,0,0.0
H0360,Michael B. Feggans,D,Taxes and Revenue,78,77,1,0,0.0
H0368,Michael J. Jones,D,Family and Children,80,77,1,0,0.0
H0372,Destiny LeVere Bolling,D,Behavioral Health,80,77,0,0,0.0
H0181,C. Todd Gilbert,R,Business and Commerce,78,76,7,0,0.0
H0219,Patrick A. Hope,D,Taxes and Revenue,80,76,0,0,0.0
H0231,Tony O. Wilt,R,Business and Commerce,77,76,1,0,0.0
H0314,Joshua G. Cole,D,Housing,81,76,0,0,0.0
H0351,Holly M. Seibold,D,Housing,81,76,0,0,0.0
H0354,Katrina Callsen,D,Business and Commerce,77,76,0,0,0.0
H0364,Timothy P. Griffin,R,Family and Children,78,76,10,0,0.0
H0371,Amy J. Laufer,D,Business and Commerce,79,76,0,0,0.0
H0372,Destiny LeVere Bolling,D,Taxes and Revenue,80,76,0,0,0.0
H0375,Adele Y. McClure,D,Housing,81,76,0,0,0.0
H0380,Atoosa R. Reaser,D,Behavioral Health,79,76,0,0,0.0
H0212,Betsy B. Carr,D,Behavioral Health,76,75,0,0,0.0
H0247,Michael J. Webert,R,Elections and Voting,75,75,3,0,0.0
H0281,Paul E. Krizek,D,State Government,75,75,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Elections and Voting,81,75,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Taxes and Revenue,76,75,0,0,0.0
H0314,Joshua G. Cole,D,Taxes and Revenue,78,75,2,0,0.0
H0330,Candi Mundon King,D,"Study Commissions, Committees, and Reports",82,75,0,0,0.0
H0336,Nadarius E. Clark,D,Behavioral Health,78,75,0,0,0.0
H0340,Michelle Lopes Maldonado,D,Business and Commerce,75,75,0,0,0.0
H0377,Delores Oates,R,Public Safety,75,75,4,0,0.0
H0108,Vivian E. Watts,D,Business and Commerce,77,74,0,0,0.0
H0108,Vivian E. Watts,D,Elections and Voting,75,74,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Environment and Conservation,79,74,5,0,0.0
H0177,David L. Bulova,D,Elections and Voting,75,74,0,0,0.0
H0181,C. Todd Gilbert,R,Public Safety,74,74,6,0,0.0
H0207,Delores L. McQuinn,D,Elections and Voting,82,74,0,0,0.0
H0267,"Robert S. Bloxom, Jr.",R,State Government,74,74,0,0,0.0
H0281,Paul E. Krizek,D,Behavioral Health,75,74,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,"Study Commissions, Committees, and Reports",75,74,0,0,0.0
H0305,Kathy K.L. Tran,D,Elections and Voting,74,74,1,0,0.0
H0313,Amanda E. Batten,R,Elections and Voting,74,74,4,0,0.0
H0322,Don Scott,D,Taxes and Revenue,75,74,0,0,0.0
H0351,Holly M. Seibold,D,Behavioral Health,74,74,1,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Taxes and Revenue,74,74,0,0,0.0
H0366,Phil M. Hernandez,D,Business and Commerce,76,74,0,0,0.0
H0372,Destiny LeVere Bolling,D,Public Safety,76,74,0,0,0.0
H0383,Eric R. Zehr,R,Taxes and Revenue,76,74,9,0,0.0
H0124,R. Lee Ware,R,Family and Children,74,73,4,0,0.0
H0172,Mark D. Sickles,D,Business and Commerce,73,73,0,0,0.0
H0173,Jeion A. Ward,D,Elections and Voting,74,73,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Business and Commerce,80,73,0,0,0.0
H0317,Dan I. Helmer,D,Behavioral Health,73,73,0,0,0.0
H0327,Rodney T. Willett,D,Elections and Voting,74,73,0,0,0.0
H0336,Nadarius E. Clark,D,Taxes and Revenue,77,73,1,0,0.0
H0342,Phillip A. Scott,R,Taxes and Revenue,75,73,12,0,0.0
H0370,Karen Keys-Gamarra,D,Business and Commerce,74,73,0,0,0.0
H0371,Amy J. Laufer,D,Elections and Voting,73,73,0,0,0.0
H0372,Destiny LeVere Bolling,D,"Study Commissions, Committees, and Reports",80,73,0,0,0.0
H0385,JJ Singh,D,Taxes and Revenue,74,73,0,0,0.0
H0208,Charniele L. Herring,D,Elections and Voting,73,72,0,0,0.0
H0231,Tony O. Wilt,R,Elections and Voting,72,72,1,0,0.0
H0266,Sam Rasoul,D,Business and Commerce,77,72,0,0,0.0
H0266,Sam Rasoul,D,"Study Commissions, Committees, and Reports",78,72,1,0,0.0
H0281,Paul E. Krizek,D,Agriculture and Food,73,72,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,State Government,78,72,0,0,0.0
H0311,Alex Q. Askew,D,Firearms,74,72,0,0,0.0
H0311,Alex Q. Askew,D,"Study Commissions, Committees, and Reports",74,72,0,0,0.0
H0322,Don Scott,D,Family and Children,73,72,1,0,0.0
H0323,Shelly A. Simonds,D,Behavioral Health,75,72,0,0,0.0
H0351,Holly M. Seibold,D,Elections and Voting,72,72,0,0,0.0
H0356,Rae Cousins,D,Elections and Voting,72,72,1,0,0.0
H0360,Michael B. Feggans,D,"Study Commissions, Committees, and Reports",74,72,0,0,0.0
H0365,"Rozia A. Henson, Jr.",D,State Government,72,72,3,0,0.0
H0382,Joshua E. Thomas,D,Elections and Voting,74,72,1,0,0.0
H0239,Alfonso H. Lopez,D,Elections and Voting,71,71,0,0,0.0
H0301,David A. Reid,D,"Study Commissions, Committees, and Reports",71,71,0,0,0.0
H0321,Chris S. Runion,R,Public Safety,72,71,0,0,0.0
H0323,Shelly A. Simonds,D,"Study Commissions, Committees, and Reports",71,71,0,0,0.0
H0327,Rodney T. Willett,D,Agriculture and Food,72,71,0,0,0.0
H0327,Rodney T. Willett,D,Business and Commerce,71,71,0,0,0.0
H0336,Nadarius E. Clark,D,Elections and Voting,73,71,1,0,0.0
H0349,Jackie H. Glass,D,"Study Commissions, Committees, and Reports",72,71,0,0,0.0
H0354,Katrina Callsen,D,"Study Commissions, Committees, and Reports",72,71,0,0,0.0
H0366,Phil M. Hernandez,D,"Study Commissions, Committees, and Reports",72,71,0,0,0.0
H0368,Michael J. Jones,D,Elections and Voting,80,71,0,0,0.0
H0368,Michael J. Jones,D,Taxes and Revenue,81,71,0,0,0.0
H0370,Karen Keys-Gamarra,D,Elections and Voting,71,71,0,0,0.0
H0383,Eric R. Zehr,R,Elections and Voting,71,71,5,0,0.0
H0208,Charniele L. Herring,D,Insurance,73,70,0,0,0.0
H0219,Patrick A. Hope,D,Elections and Voting,71,70,0,0,0.0
H0247,Michael J. Webert,R,Behavioral Health,72,70,5,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Behavioral Health,71,70,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Environment and Conservation,74,70,1,0,0.0
