Bill_id,topic_name,classification,lis_subject_name,lis_parent_subject,source_file,source_text_used,rule_derived,matched_rule
HJ34,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Qualifying vehicles, certain; Dept. of Tax. to study options for abolishing personal property tax.",True,\bproperty tax\b
HJ35,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Medicaid; DMAS to collect data and information on estate recovery, report.",True,\bmedicaid\b
HJ36,Technology and Data,Derived from LIS bill description,,,BILLS.CSV,"Internet Safety & Online Predator Awareness Day; designating as August 1, 2026 & each succeeding yr.",True,\binternet\b
HJ40,Education,Derived from LIS bill description,,,BILLS.CSV,Standards of Quality; JLARC to study accuracy compliance reports from local school divisions.,True,\bschool divisions?\b
HJ44,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,Undergrounding of electrical transmission lines; SCC Div. of Public Utility Regulation to study.,True,\bpublic utilit
HJ45,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Constitutional amendment; qualifications of voters, 16-year-olds permitted to vote.",True,\bvoters?\b
HJ49,Education,Derived from LIS bill description,,,BILLS.CSV,"Higher educational institutions, public; SCHEV to study inclusive postsecondary education programs.",True,\beducation\b
HJ50,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Early voting, 45 days of; jt. com. on House/Senate Coms. on Priv & Elections to study cost/benefits.",True,\belections?\b
HJ51,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commercial stairways; Advisory Group to determine whether there should be visual contrast policy.,True,\bcommercial\b
HJ56,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"599 funding; effects of revising distribution to distressed localities with high crime rates, etc.",True,\bcrimes?\b
HJ56,Local Government,Derived from LIS bill description,,,BILLS.CSV,"599 funding; effects of revising distribution to distressed localities with high crime rates, etc.",True,\blocalit
HJ79,Agriculture and Food,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Farm Bureau Federation.,True,\bfarms?\b
HJ95,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Rappahannock High School football team.,True,\bhigh school\b
HJ102,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Patrick Henry High School.,True,\bhigh school\b
HJ104,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Skyline High School wrestling team.,True,\bhigh school\b
HJ156,Transportation,Derived from LIS bill description,,,BILLS.CSV,Commending RADAR Transit.,True,\btransit\b
HJ159,Higher Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Community College System.,True,\bcommunity colleges?\b
HJ161,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Frank W. Cox High School field hockey team.,True,\bhigh school\b
HJ191,Agriculture and Food,Derived from LIS bill description,,,BILLS.CSV,Commending the River Basin Grand Winners of the Clean Water Farm Award.,True,\bfarms?\b
HJ193,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Black Chamber of Commerce.,True,\bcommerce\b
HJ206,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Hospital & Healthcare Association.,True,\bhealthcare\b
HJ239,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Skyline High School wrestling team.,True,\bhigh school\b
HJ243,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the George Wythe High School girls' basketball team.,True,\bhigh school\b
HJ244,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the George Wythe High School boys' basketball team.,True,\bhigh school\b
HJ247,Environment and Conservation,Derived from LIS bill description,,,BILLS.CSV,Commending the Thomas Jefferson Soil and Water Conservation District.,True,\bconservation\b
HJ249,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Abingdon High School girls' volleyball team.,True,\bhigh school\b
HJ263,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Louisa County High School's Career and Technical Education program.,True,\bhigh school\b
HJ264,Environment and Conservation,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Department of Conservation and Recreation.,True,\bconservation\b
HJ274,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending New Horizons Healthcare.,True,\bhealthcare\b
HJ284,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Patrick Henry High School Scholastic Bowl team.,True,\bhigh school\b
HJ288,Public Safety,Derived from LIS bill description,,,BILLS.CSV,Commending the Haymarket Police Department.,True,\bpolice departments?\b
HJ291,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Danville Pittsylvania Chamber of Commerce.,True,\bcommerce\b
HJ310,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Commending the Western Virginia Emergency Medical Services Council, Inc.",True,\bmedical\b
HJ310,Public Safety,Derived from LIS bill description,,,BILLS.CSV,"Commending the Western Virginia Emergency Medical Services Council, Inc.",True,\bemergency medical services\b
HJ314,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,"Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.",True,\bdomestic relations\b
HJ315,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,"Election of Circuit Court Judges, General District Court Judges, and Juvenile and Domestic Relations District Court Judges.",True,\bdomestic relations\b
HR9,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Retirement System's retirement plans; JLARC to study adequacy, equity, and workforce impacts.",True,\bworkforce\b
HR14,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the E.C. Glass High School marching band.,True,\bhigh school\b
HR18,Agriculture and Food,Derived from LIS bill description,,,BILLS.CSV,Commending the Brentsville Future Farmers of America.,True,\bfarmers?\b
HR23,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending Chesapeake Regional Healthcare.,True,\bhealthcare\b
HR26,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,Judges; nominations for election to juvenile and domestic relations district court.,True,\bdomestic relations\b
HR28,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,Nominating a person to be elected to the Virginia Workers' Compensation Commission.,True,\bworkers'? compensation\b
HR29,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Occohannock Elementary School.,True,\belementary school\b
HR46,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Creeds Elementary School.,True,\belementary school\b
HR49,Agriculture and Food,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia Farm Bureau Federation.,True,\bfarms?\b
HR52,Environment and Conservation,Derived from LIS bill description,,,BILLS.CSV,Commending Little Forest Baptist Church.,True,\bforest\b
HR58,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Lafayette Elementary School.,True,\belementary school\b
HR62,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Strasburg High School football team.,True,\bhigh school\b
HR74,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the James Wood High School girls' volleyball team.,True,\bhigh school\b
HR80,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Brentsville High School girls' flag football team.,True,\bhigh school\b
HR82,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Hanover High School boys' volleyball team.,True,\bhigh school\b
HR91,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending Halifax Pharmacy.,True,\bpharmacy\b
HR118,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Surry County High School.,True,\bhigh school\b
HR126,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending the Nursing Advocacy Initiative.,True,\bnursing\b
HR155,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Princess Anne High School girls' basketball team.,True,\bhigh school\b
HR163,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the North Stafford High School football team.,True,\bhigh school\b
HR169,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Princess Anne High School debate team.,True,\bhigh school\b
HR173,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Princess Anne High School All-Virginia Band and All-Virginia Orchestra honorees.,True,\bhigh school\b
HR180,Family and Children,Derived from LIS bill description,,,BILLS.CSV,Commending SafeSpot Children's Advocacy Center of Fairfax County.,True,\bchildren\b
HR185,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Mount Vernon Springfield Chamber of Commerce Mid-Size Business of the Year honorees.,True,\bcommerce\b
HR186,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Mount Vernon Springfield Chamber of Commerce Small Business of the Year honorees.,True,\bcommerce\b
HR188,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending Mount Vernon Springfield Chamber of Commerce Nonprofit Organization of the Year honorees.,True,\bcommerce\b
HR192,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Mount Vernon Springfield Chamber of Commerce Large Business of the Year honorees.,True,\bcommerce\b
HR193,Business and Commerce,Derived from LIS bill description,,,BILLS.CSV,Commending the Mount Vernon Springfield Chamber of Commerce New Business of the Year honorees.,True,\bcommerce\b
HR194,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Commending the first Black voters in Virginia.,True,\bvoters?\b
HR200,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Virginia High School Democrats.,True,\bhigh school\b
HR212,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Kempsville High School gymnastics team.,True,\bhigh school\b
HR264,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the first Black students to integrate Caroline County Public Schools.,True,\bpublic schools?\b
HR267,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Franklin High School boys' basketball team.,True,\bhigh school\b
HR272,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Rural Retreat High School wrestling team.,True,\bhigh school\b
HR280,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Giles High School girls' volleyball team.,True,\bhigh school\b
HR289,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Frank W. Cox High School wrestling team.,True,\bhigh school\b
HR291,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the First Colonial High School boys' swim and dive team.,True,\bhigh school\b
HR292,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the First Colonial High School girls' swim and dive team.,True,\bhigh school\b
HR294,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Lightridge High School Marching Storm.,True,\bhigh school\b
HR306,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Park View High School.,True,\bhigh school\b
HR315,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Lake Taylor High School football team.,True,\bhigh school\b
HR333,Environment and Conservation,Derived from LIS bill description,,,BILLS.CSV,Commending the Conservation Alliance of Braemar.,True,\bconservation\b
HR351,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Green Run Elementary School.,True,\belementary school\b
HR352,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Landstown High School.,True,\bhigh school\b
HR354,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Rosemont Elementary School.,True,\belementary school\b
HR367,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Fauquier High School Theatre Department.,True,\bhigh school\b
HR374,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Bruton High School girls' swim and dive team.,True,\bhigh school\b
HR375,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the John Marshall High School boys' basketball team.,True,\bhigh school\b
HR391,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,Judges; nominations for election to juvenile and domestic relations district court.,True,\bdomestic relations\b
HR404,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Smithfield High School KidWind Challenge teams.,True,\bhigh school\b
HR405,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Bruton High School boys' indoor track and field team.,True,\bhigh school\b
HR419,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Oakton High School girls' wrestling team.,True,\bhigh school\b
HR426,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Aldrin Elementary School.,True,\belementary school\b
HR427,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the James River High School girls' swim and dive team.,True,\bhigh school\b
HR428,Education,Derived from LIS bill description,,,BILLS.CSV,"Retirement of Jamie Harless, Lord Botetourt High School Football",True,\bhigh school\b
HR431,Education,Derived from LIS bill description,,,BILLS.CSV,Commending South Lakes High School.,True,\bhigh school\b
HR444,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Commending Nova Patient Care.,True,\bpatients?\b
HR450,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Bettie F. Williams Elementary School.,True,\belementary school\b
HR453,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Varina High School football team.,True,\bhigh school\b
HR459,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Oscar F. Smith High School football team.,True,\bhigh school\b
HR465,Education,Derived from LIS bill description,,,BILLS.CSV,Commending Fair Oaks Elementary School.,True,\belementary school\b
HR485,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,Judges; nominations for election to juvenile and domestic relations district court.,True,\bdomestic relations\b
HR2007,Education,Derived from LIS bill description,,,BILLS.CSV,Commending the Petersburg High School boys' basketball team.,True,\bhigh school\b
SB29,Budget and Appropriations,Derived from LIS bill description,,,BILLS.CSV,Budget Bill.,True,\bbudget bill\b
SB30,Budget and Appropriations,Derived from LIS bill description,,,BILLS.CSV,Budget Bill.,True,\bbudget bill\b
SB33,Education,Derived from LIS bill description,,,BILLS.CSV,Programs for at-risk students; permissible uses of funding.,True,\bstudents?\b
SB34,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Incapacitated persons; finding of lack of capacity to understand act of voting.,True,\bvoting\b
SB35,Behavioral Health,Derived from LIS bill description,,,BILLS.CSV,"Juvenile & domestic relations district courts; delinquent juv., mental health/disability evaluation.",True,\bmental health\b
SB35,Marriage and Domestic Relations,Derived from LIS bill description,,,BILLS.CSV,"Juvenile & domestic relations district courts; delinquent juv., mental health/disability evaluation.",True,\bdomestic relations\b
SB36,Family and Children,Derived from LIS bill description,,,BILLS.CSV,Child abuse or neglect; prenatal use of a controlled substance or drug as prescribed.,True,\bchild abuse\b
SB38,Firearms,Derived from LIS bill description,,,BILLS.CSV,Firearms; transfers to another person from a prohibited person.,True,\bfirearms?\b
SB39,Education,Derived from LIS bill description,,,BILLS.CSV,Public schools; best practice of tech. tools to assist w/identifying students at risk of self-harm.,True,\bpublic schools?\b
SB40,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Electric utilities; renewable energy portfolio standard program, deficiency payments.",True,\belectric utilit
SB41,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Motor Vehicles, Department of; voluntary contributions during electronic transactions.",True,\bmotor vehicles?\b
SB42,Education,Derived from LIS bill description,,,BILLS.CSV,School boards; payment of school meal debt.,True,\bschool boards?\b
SB43,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Demand response programs; evaluation and assessment by Department of Energy, report.",True,\benergy\b
SB44,Local Government,Derived from LIS bill description,,,BILLS.CSV,Cemeteries on private property; registration by localities.,True,\blocalit
SB46,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Absentee voting in person; available beginning 15 days prior to any election.,True,\belections?\b
SB47,Public Safety,Derived from LIS bill description,,,BILLS.CSV,Impersonation of law-enforcement officer while committing additional act; penalties.,True,\blaw-enforcement officers?\b
SB48,Housing,Derived from LIS bill description,,,BILLS.CSV,"Va. Residential Landlord and Tenant Act; landlord remedies, noncompliance with rental agreement.",True,\bresidential landlord\b
SB50,Local Government,Derived from LIS bill description,,,BILLS.CSV,Lobbying; expands definition to include influencing/attempting to influence local government action.,True,\blocal governments?\b
SB51,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Election of certain governing bodies; conversion to single-member districts.,True,\belections?\b
SB52,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Voter registration; regular periodic review of registration records.,True,\bvoters?\b
SB53,Public Safety,Derived from LIS bill description,,,BILLS.CSV,Lighted vehicle headlights; lawful stop by law-enforcement officer.,True,\blaw-enforcement officers?\b
SB55,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"Sex offenses; prohibiting proximity to children on premises of state parks, penalty.",True,\boffenses?\b
SB55,Family and Children,Derived from LIS bill description,,,BILLS.CSV,"Sex offenses; prohibiting proximity to children on premises of state parks, penalty.",True,\bchildren\b
SB57,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Voter registration; requiring membership in the Electronic Registration Information Center (ERIC).,True,\bvoters?\b
SB58,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Elections; deadline for receipt of absentee ballots and certain other information, etc.",True,\belections?\b
SB59,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Photo speed monitoring devices; photo-monitoring systems for traffic signals, proof of violation.",True,\btraffic\b
SB60,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"Virginia Parole Board; powers and duties, juvenile offenders, parole procedures and considerations.",True,\bparole\b
SB62,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"Marijuana-related offenses; modification of sentence, sunset.",True,\boffenses?\b
SB65,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,Virginia Personnel Act; certain Department of Elections officers and employees not exempt.,True,\bemployees?\b
SB65,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,Virginia Personnel Act; certain Department of Elections officers and employees not exempt.,True,\belections?\b
SB65,State Government,Derived from LIS bill description,,,BILLS.CSV,Virginia Personnel Act; certain Department of Elections officers and employees not exempt.,True,\bvirginia personnel act\b
SB66,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Sales and use tax, local; additional tax authorized in all counties and cities to support schools.",True,\bsales and use tax\b
SB67,Local Government,Derived from LIS bill description,,,BILLS.CSV,Parking enforcement; high tourism localities.,True,\blocalit
SB69,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Electric utilities; construction and development of renewable energy facilities, etc.",True,\belectric utilit
SB70,Courts and Civil Law,Derived from LIS bill description,,,BILLS.CSV,Delinquency petition; referral to court service unit.,True,\bcourt service unit\b
SB71,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Health Care Decisions Act; patients incapable of making informed decisions, absence of next of kin.",True,\bhealth care\b
SB72,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Electric utilities; energy efficiency upgrades, report.",True,\belectric utilit
SB73,Education,Derived from LIS bill description,,,BILLS.CSV,Medicaid billing navigation for certain school services; DMAS to train local school division staff.,True,\bschool divisions?\b
SB73,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Medicaid billing navigation for certain school services; DMAS to train local school division staff.,True,\bmedicaid\b
SB74,Housing,Derived from LIS bill description,,,BILLS.CSV,Affordable housing; local zoning ordinance authority.,True,\baffordable housing\b
SB75,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Emergency and temporary detention transportation; alternative transportation providers, etc.",True,\btransportation\b
SB76,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Elections; primary dates, presidential year primaries.",True,\belections?\b
SB78,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"Firearms-related offenses; increases mandatory minimum sentence, penalty.",True,\boffenses?\b
SB78,Firearms,Derived from LIS bill description,,,BILLS.CSV,"Firearms-related offenses; increases mandatory minimum sentence, penalty.",True,\bfirearms?\b
SB79,Firearms,Derived from LIS bill description,,,BILLS.CSV,"Firearms, etc.; carrying into bldg. owned or leased by the Commonwealth, exception for rest areas.",True,\bfirearms?\b
SB81,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Law-enforcement officers, state and local; enforcement of federal traffic infractions.",True,\btraffic\b
SB81,Public Safety,Derived from LIS bill description,,,BILLS.CSV,"Law-enforcement officers, state and local; enforcement of federal traffic infractions.",True,\blaw-enforcement officers?\b
SB86,Firearms,Derived from LIS bill description,,,BILLS.CSV,"State Police,  Department of; purchase of handguns or other weapons of certain officers.",True,\bhandguns?\b
SB87,Local Government,Derived from LIS bill description,,,BILLS.CSV,Local government sporting events and sporting facilities; automated external defibrillators.,True,\blocal governments?\b
SB90,Education,Derived from LIS bill description,,,BILLS.CSV,"Equity in public school funding and staffing; At-Risk Program established, Standards of Quality.",True,\bpublic schools?\b
SB92,Education,Derived from LIS bill description,,,BILLS.CSV,Virginia Military Survivors and Dependents Education Program; tuition and fee waivers.,True,\beducation\b
SB93,Housing,Derived from LIS bill description,,,BILLS.CSV,Data centers; taxes on banks that are tenants of a center.,True,\btenants?\b
SB93,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,Data centers; taxes on banks that are tenants of a center.,True,\btaxes\b
SB94,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Data centers; site assessment, sound profile of the high energy use facility.",True,\benergy\b
SB96,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Income tax, corporate and state; credit for braille labeling program.",True,\bincome tax\b
SB97,Education,Derived from LIS bill description,,,BILLS.CSV,Hunger-Free Campus Grant Program; establishment of student meal plan credit donation program.,True,\bstudents?\b
SB97,Social Services,Derived from LIS bill description,,,BILLS.CSV,Hunger-Free Campus Grant Program; establishment of student meal plan credit donation program.,True,\bhunger\b
SB99,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Medical malpractice; limitations on recovery, certain actions.",True,\bmedical\b
SB100,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Volunteer emergency responders; protection of employees, civil action.",True,\bemployees?\b
SB100,Courts and Civil Law,Derived from LIS bill description,,,BILLS.CSV,"Volunteer emergency responders; protection of employees, civil action.",True,\bcivil action\b
SB101,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Med. assistance serv.;  supplemental payment for ground emerg. medical serv. vehicle transportation.,True,\bmedical\b
SB101,Transportation,Derived from LIS bill description,,,BILLS.CSV,Med. assistance serv.;  supplemental payment for ground emerg. medical serv. vehicle transportation.,True,\btransportation\b
SB102,Education,Derived from LIS bill description,,,BILLS.CSV,School boards; high school courses or dual enrollment programs for certain certifications.,True,\bschool boards?\b
SB104,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Electric utilities; customer bill requirements, rate adjustment clauses.",True,\belectric utilit
SB108,Education,Derived from LIS bill description,,,BILLS.CSV,"School boards; student cell phone and smart device possession and use policies, prohibition.",True,\bschool boards?\b
SB109,Education,Derived from LIS bill description,,,BILLS.CSV,School boards; safe storage of prescription drugs and firearms in the household.,True,\bschool boards?\b
SB109,Firearms,Derived from LIS bill description,,,BILLS.CSV,School boards; safe storage of prescription drugs and firearms in the household.,True,\bfirearms?\b
SB114,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Medicaid waivers; consumer-directed services, employer of record.",True,\bmedicaid\b
SB114,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Medicaid waivers; consumer-directed services, employer of record.",True,\bemployers?\b
SB115,Firearms,Derived from LIS bill description,,,BILLS.CSV,Concealed handgun permits; reciprocity with other states.,True,\bhandguns?\b
SB117,Education,Derived from LIS bill description,,,BILLS.CSV,Public school teachers; reemployment of teacher who has not received continuing contract status.,True,\bpublic schools?\b
SB118,Technology and Data,Derived from LIS bill description,,,BILLS.CSV,"Virginia Lottery; casinos, internet gaming authorized, penalties, delayed effective date.",True,\binternet\b
SB119,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Employee Child Care Assistance Pilot Program; established, report.",True,\bemployees?\b
SB119,Family and Children,Derived from LIS bill description,,,BILLS.CSV,"Employee Child Care Assistance Pilot Program; established, report.",True,\bchild care\b
SB119,Social Services,Derived from LIS bill description,,,BILLS.CSV,"Employee Child Care Assistance Pilot Program; established, report.",True,\bchild care assistance\b
SB120,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Warehouse distribution center; requirements, protection of employees, civil penalty, civil action.",True,\bemployees?\b
SB120,Courts and Civil Law,Derived from LIS bill description,,,BILLS.CSV,"Warehouse distribution center; requirements, protection of employees, civil penalty, civil action.",True,\bcivil action\b
SB121,Labor and Employment,Derived from LIS bill description,,,BILLS.CSV,"Minimum wage; farm laborers or farm employees, temporary foreign workers.",True,\bemployees?\b
SB121,Agriculture and Food,Derived from LIS bill description,,,BILLS.CSV,"Minimum wage; farm laborers or farm employees, temporary foreign workers.",True,\bfarms?\b
SB122,Education,Derived from LIS bill description,,,BILLS.CSV,"School boards; student diabetes care & management in schools, division wide plan required.",True,\bschool boards?\b
SB123,Education,Derived from LIS bill description,,,BILLS.CSV,"Poquoson, City of; amending charter, relating to school boards, terms of membership.",True,\bschool boards?\b
SB125,Family and Children,Derived from LIS bill description,,,BILLS.CSV,"Children's Ombudsman, Office of the; powers and duties, report.",True,\bchildren\b
SB126,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Primary election; when filings to be made, extension for incumbents failure to file.",True,\belections?\b
SB128,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,"Covenants not to compete; includes health care professionals, civil penalty.",True,\bhealth care\b
SB129,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Fantasy contests; regulation and taxation, civil penalty, repeals Fantasy Contests Act.",True,\btaxation\b
SB130,Energy and Utilities,Derived from LIS bill description,,,BILLS.CSV,"Data centers; site assessment, definition of high energy use facility.",True,\benergy\b
SB131,State Government,Derived from LIS bill description,,,BILLS.CSV,"Health, State Board of; permanent pump and haul of sewage, agritourism",True,\bstate boards?\b
SB133,Behavioral Health,Derived from LIS bill description,,,BILLS.CSV,Parental prenatal & postnatal substance use; work group to evaluate Commonwealth's response to use.,True,\bsubstance use\b
SB133,Family and Children,Derived from LIS bill description,,,BILLS.CSV,Parental prenatal & postnatal substance use; work group to evaluate Commonwealth's response to use.,True,\bparental\b
SB134,Education,Derived from LIS bill description,,,BILLS.CSV,"Public education; early childhood care and education, child care access calculations, report.",True,\beducation\b
SB134,Family and Children,Derived from LIS bill description,,,BILLS.CSV,"Public education; early childhood care and education, child care access calculations, report.",True,\bchild care\b
SB135,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Motor vehicle title databases; DMV to enter agreements with nationally recognized databases, etc.",True,\bmotor vehicles?\b
SB136,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,Probation; decreasing period.,True,\bprobation\b
SB137,Health and Healthcare,Derived from LIS bill description,,,BILLS.CSV,Obstructing health care facility; penalties.,True,\bhealth care\b
SB139,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Income tax, state; subtraction for long-term capital gains from sale of principal residence.",True,\bincome tax\b
SB140,Behavioral Health,Derived from LIS bill description,,,BILLS.CSV,"Fire Programs, Department of; development of mental health awareness training.",True,\bmental health\b
SB141,Elections and Voting,Derived from LIS bill description,,,BILLS.CSV,"Political campaign advertisements; synthetic media, penalty.",True,\bpolitical campaign\b
SB143,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Income tax, state; subtractions for income attributable to overtime.",True,\bincome tax\b
SB145,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Marijuana field test; testimony as to the results; consuming, etc., while in a motor vehicle.",True,\bmotor vehicles?\b
SB146,Transportation,Derived from LIS bill description,,,BILLS.CSV,"Delinquent children; loss of driving privileges for alcohol, firearm, and drug offenses, truancy.",True,\bdriving\b
SB146,Criminal Justice,Derived from LIS bill description,,,BILLS.CSV,"Delinquent children; loss of driving privileges for alcohol, firearm, and drug offenses, truancy.",True,\boffenses?\b
SB146,Firearms,Derived from LIS bill description,,,BILLS.CSV,"Delinquent children; loss of driving privileges for alcohol, firearm, and drug offenses, truancy.",True,\bfirearms?\b
SB146,Family and Children,Derived from LIS bill description,,,BILLS.CSV,"Delinquent children; loss of driving privileges for alcohol, firearm, and drug offenses, truancy.",True,\bchildren\b
SB148,Taxes and Revenue,Derived from LIS bill description,,,BILLS.CSV,"Income tax, state; subtraction for tax,  military retirement benefits, uniformed services.",True,\bincome tax\b
