Bill_id,topic_name,classification
SB1193,Criminal Justice,Derived from LIS bill description
SB1194,Public Safety,Derived from LIS bill description
SB1196,Taxes and Revenue,Derived from LIS bill description
SB1198,Environment and Conservation,Derived from LIS bill description
SB1200,Criminal Justice,Derived from LIS bill description
SB1201,Environment and Conservation,Derived from LIS bill description
SB1204,Education,Derived from LIS bill description
SB1204,Environment and Conservation,Derived from LIS bill description
SB1205,Transportation,Derived from LIS bill description
SB1210,Housing,Derived from LIS bill description
SB1211,Criminal Justice,Derived from LIS bill description
SB1212,Business and Commerce,Derived from LIS bill description
SB1214,Technology and Data,Derived from LIS bill description
SB1215,Health and Healthcare,Derived from LIS bill description
SB1215,Insurance,Derived from LIS bill description
SB1216,Energy and Utilities,Derived from LIS bill description
SB1218,Labor and Employment,Derived from LIS bill description
SB1220,Firearms,Derived from LIS bill description
SB1221,Housing,Derived from LIS bill description
SB1223,Local Government,Derived from LIS bill description
SB1224,Environment and Conservation,Derived from LIS bill description
SB1228,Labor and Employment,Derived from LIS bill description
SB1228,Family and Children,Derived from LIS bill description
SB1229,Education,Derived from LIS bill description
SB1230,Education,Derived from LIS bill description
SB1236,Education,Derived from LIS bill description
SB1237,Health and Healthcare,Derived from LIS bill description
SB1238,Insurance,Derived from LIS bill description
SB1239,Energy and Utilities,Derived from LIS bill description
SB1239,Technology and Data,Derived from LIS bill description
SB1240,Family and Children,Derived from LIS bill description
SB1243,Energy and Utilities,Derived from LIS bill description
SB1244,Education,Derived from LIS bill description
SB1244,Labor and Employment,Derived from LIS bill description
SB1244,Family and Children,Derived from LIS bill description
SB1245,Health and Healthcare,Derived from LIS bill description
SB1248,Local Government,Derived from LIS bill description
SB1249,Criminal Justice,Derived from LIS bill description
SB1250,Transportation,Derived from LIS bill description
SB1250,Courts and Civil Law,Derived from LIS bill description
SB1254,Environment and Conservation,Derived from LIS bill description
SB1257,Education,Derived from LIS bill description
SB1257,Behavioral Health,Derived from LIS bill description
SB1258,Family and Children,Derived from LIS bill description
SB1260,Health and Healthcare,Derived from LIS bill description
SB1264,Education,Derived from LIS bill description
SB1269,Taxes and Revenue,Derived from LIS bill description
SB1269,Insurance,Derived from LIS bill description
SB1276,Labor and Employment,Derived from LIS bill description
SB1276,Taxes and Revenue,Derived from LIS bill description
SB1277,Family and Children,Derived from LIS bill description
SB1279,Health and Healthcare,Derived from LIS bill description
SB1281,Energy and Utilities,Derived from LIS bill description
SB1282,Local Government,Derived from LIS bill description
SB1283,Criminal Justice,Derived from LIS bill description
SB1285,Energy and Utilities,Derived from LIS bill description
SB1288,Transportation,Derived from LIS bill description
SB1290,Insurance,Derived from LIS bill description
SB1293,Education,Derived from LIS bill description
SB1293,Labor and Employment,Derived from LIS bill description
SB1294,Health and Healthcare,Derived from LIS bill description
SB1294,Transportation,Derived from LIS bill description
SB1294,Public Safety,Derived from LIS bill description
SB1297,Criminal Justice,Derived from LIS bill description
SB1299,Labor and Employment,Derived from LIS bill description
SB1301,Labor and Employment,Derived from LIS bill description
SB1301,Public Safety,Derived from LIS bill description
SB1303,Education,Derived from LIS bill description
SB1303,Health and Healthcare,Derived from LIS bill description
SB1305,Taxes and Revenue,Derived from LIS bill description
SB1306,Taxes and Revenue,Derived from LIS bill description
SB1307,Taxes and Revenue,Derived from LIS bill description
SB1308,Transportation,Derived from LIS bill description
SB1310,Education,Derived from LIS bill description
SB1311,Health and Healthcare,Derived from LIS bill description
SB1311,Insurance,Derived from LIS bill description
SB1312,Taxes and Revenue,Derived from LIS bill description
SB1312,Local Government,Derived from LIS bill description
SB1313,Housing,Derived from LIS bill description
SB1314,Insurance,Derived from LIS bill description
SB1315,Local Government,Derived from LIS bill description
SB1316,Energy and Utilities,Derived from LIS bill description
SB1317,Transportation,Derived from LIS bill description
SB1318,Health and Healthcare,Derived from LIS bill description
SB1320,Family and Children,Derived from LIS bill description
SB1321,Taxes and Revenue,Derived from LIS bill description
SB1322,Business and Commerce,Derived from LIS bill description
SB1323,Business and Commerce,Derived from LIS bill description
SB1324,Health and Healthcare,Derived from LIS bill description
SB1328,Health and Healthcare,Derived from LIS bill description
SB1328,Labor and Employment,Derived from LIS bill description
SB1329,Firearms,Derived from LIS bill description
SB1331,Marriage and Domestic Relations,Derived from LIS bill description
SB1334,Criminal Justice,Derived from LIS bill description
SB1334,Marriage and Domestic Relations,Derived from LIS bill description
SB1336,Energy and Utilities,Derived from LIS bill description
SB1338,Energy and Utilities,Derived from LIS bill description
SB1341,Environment and Conservation,Derived from LIS bill description
SB1342,Energy and Utilities,Derived from LIS bill description
SB1345,Courts and Civil Law,Derived from LIS bill description
SB1345,Business and Commerce,Derived from LIS bill description
SB1345,Family and Children,Derived from LIS bill description
SB1348,Transportation,Derived from LIS bill description
SB1349,Local Government,Derived from LIS bill description
SB1351,Housing,Derived from LIS bill description
SB1352,Health and Healthcare,Derived from LIS bill description
SB1353,Energy and Utilities,Derived from LIS bill description
SB1354,Health and Healthcare,Derived from LIS bill description
SB1357,Local Government,Derived from LIS bill description
SB1359,Health and Healthcare,Derived from LIS bill description
SB1362,Criminal Justice,Derived from LIS bill description
SB1365,Local Government,Derived from LIS bill description
SB1366,Health and Healthcare,Derived from LIS bill description
SB1367,Criminal Justice,Derived from LIS bill description
SB1368,Firearms,Derived from LIS bill description
SB1372,Family and Children,Derived from LIS bill description
SB1372,Social Services,Derived from LIS bill description
SB1373,Energy and Utilities,Derived from LIS bill description
SB1374,Public Safety,Derived from LIS bill description
SB1376,Business and Commerce,Derived from LIS bill description
SB1377,Education,Derived from LIS bill description
SB1377,Behavioral Health,Derived from LIS bill description
SB1378,Taxes and Revenue,Derived from LIS bill description
SB1381,Education,Derived from LIS bill description
SB1381,Behavioral Health,Derived from LIS bill description
SB1383,Health and Healthcare,Derived from LIS bill description
SB1388,Labor and Employment,Derived from LIS bill description
SB1389,Firearms,Derived from LIS bill description
SB1389,Taxes and Revenue,Derived from LIS bill description
SB1389,Business and Commerce,Derived from LIS bill description
SB1390,Education,Derived from LIS bill description
SB1391,Education,Derived from LIS bill description
SB1394,Energy and Utilities,Derived from LIS bill description
SB1397,Transportation,Derived from LIS bill description
SB1397,Firearms,Derived from LIS bill description
SB1398,Public Safety,Derived from LIS bill description
SB1400,Housing,Derived from LIS bill description
SB1401,Health and Healthcare,Derived from LIS bill description
SB1401,Public Safety,Derived from LIS bill description
SB1403,Energy and Utilities,Derived from LIS bill description
SB1404,Education,Derived from LIS bill description
SB1404,Elections and Voting,Derived from LIS bill description
SB1406,Family and Children,Derived from LIS bill description
SB1411,Public Safety,Derived from LIS bill description
SB1412,Business and Commerce,Derived from LIS bill description
SB1413,Education,Derived from LIS bill description
SB1413,Environment and Conservation,Derived from LIS bill description
SB1414,Labor and Employment,Derived from LIS bill description
SB1414,Family and Children,Derived from LIS bill description
SB1414,Social Services,Derived from LIS bill description
SB1415,Business and Commerce,Derived from LIS bill description
SB1416,Transportation,Derived from LIS bill description
SB1418,Health and Healthcare,Derived from LIS bill description
SB1421,Courts and Civil Law,Derived from LIS bill description
SB1423,Taxes and Revenue,Derived from LIS bill description
SB1425,Taxes and Revenue,Derived from LIS bill description
SB1426,Taxes and Revenue,Derived from LIS bill description
SB1427,Education,Derived from LIS bill description
SB1430,Labor and Employment,Derived from LIS bill description
SB1433,Taxes and Revenue,Derived from LIS bill description
SB1434,Energy and Utilities,Derived from LIS bill description
SB1434,Local Government,Derived from LIS bill description
SB1435,Business and Commerce,Derived from LIS bill description
SB1435,Local Government,Derived from LIS bill description
SB1436,Insurance,Derived from LIS bill description
SB1439,Health and Healthcare,Derived from LIS bill description
SB1439,Behavioral Health,Derived from LIS bill description
SB1440,Technology and Data,Derived from LIS bill description
SB1442,Public Safety,Derived from LIS bill description
SB1443,Taxes and Revenue,Derived from LIS bill description
SB1445,Transportation,Derived from LIS bill description
SB1447,Insurance,Derived from LIS bill description
SB1449,Energy and Utilities,Derived from LIS bill description
SB1450,Courts and Civil Law,Derived from LIS bill description
SB1450,Firearms,Derived from LIS bill description
SB1451,Health and Healthcare,Derived from LIS bill description
SB1451,Transportation,Derived from LIS bill description
SB1454,Elections and Voting,Derived from LIS bill description
SB1456,Taxes and Revenue,Derived from LIS bill description
SB1459,Public Safety,Derived from LIS bill description
SB1461,Health and Healthcare,Derived from LIS bill description
SB1462,Education,Derived from LIS bill description
SB1464,Environment and Conservation,Derived from LIS bill description
SB1464,Taxes and Revenue,Derived from LIS bill description
SB1465,Criminal Justice,Derived from LIS bill description
SB1466,Criminal Justice,Derived from LIS bill description
SB1469,Elections and Voting,Derived from LIS bill description
SB1472,Taxes and Revenue,Derived from LIS bill description
SB1476,Local Government,Derived from LIS bill description
SB1479,Public Safety,Derived from LIS bill description
SB1480,Labor and Employment,Derived from LIS bill description
SB1481,Education,Derived from LIS bill description
SB1481,Higher Education,Derived from LIS bill description
SB1484,Health and Healthcare,Derived from LIS bill description
SB1485,Energy and Utilities,Derived from LIS bill description
SB1486,Education,Derived from LIS bill description
SB1488,Taxes and Revenue,Derived from LIS bill description
SB1489,Labor and Employment,Derived from LIS bill description
SB1489,Local Government,Derived from LIS bill description
SB1490,Energy and Utilities,Derived from LIS bill description
SB1491,Education,Derived from LIS bill description
SB1491,Higher Education,Derived from LIS bill description
SB1495,Environment and Conservation,Derived from LIS bill description
SJ248,Elections and Voting,Derived from LIS bill description
SJ249,Marriage and Domestic Relations,Derived from LIS bill description
SJ251,Education,Derived from LIS bill description
SJ252,Transportation,Derived from LIS bill description
SJ253,Elections and Voting,Derived from LIS bill description
SJ255,Elections and Voting,Derived from LIS bill description
SJ256,Education,Derived from LIS bill description
SJ260,Transportation,Derived from LIS bill description
SJ261,Education,Derived from LIS bill description
SJ293,Criminal Justice,Derived from LIS bill description
SJ294,Family and Children,Derived from LIS bill description
SJ311,Education,Derived from LIS bill description
SJ348,Education,Derived from LIS bill description
SJ350,Education,Derived from LIS bill description
SJ351,Education,Derived from LIS bill description
SJ369,Family and Children,Derived from LIS bill description
SJ376,Agriculture and Food,Derived from LIS bill description
SJ382,Family and Children,Derived from LIS bill description
SJ388,Family and Children,Derived from LIS bill description
SJ399,Education,Derived from LIS bill description
SJ400,Education,Derived from LIS bill description
SJ401,Education,Derived from LIS bill description
SJ402,Education,Derived from LIS bill description
SJ404,Education,Derived from LIS bill description
SJ410,Business and Commerce,Derived from LIS bill description
SJ423,Education,Derived from LIS bill description
SJ432,Education,Derived from LIS bill description
SJ435,Education,Derived from LIS bill description
SJ441,Business and Commerce,Derived from LIS bill description
SJ446,Education,Derived from LIS bill description
SR197,Education,Derived from LIS bill description
SR207,Marriage and Domestic Relations,Derived from LIS bill description
SR220,Transportation,Derived from LIS bill description
SR225,Education,Derived from LIS bill description
SR225,Behavioral Health,Derived from LIS bill description
SR256,Education,Derived from LIS bill description
SR259,Business and Commerce,Derived from LIS bill description
SR280,Education,Derived from LIS bill description
SR292,Marriage and Domestic Relations,Derived from LIS bill description
SR312,Agriculture and Food,Derived from LIS bill description
SR324,Education,Derived from LIS bill description
SR328,Education,Derived from LIS bill description
SR328,Higher Education,Derived from LIS bill description
