year,vote_id,member_id,MBR_NAME,MBR_HOU,party,vote,own_party_position,other_party_position,broke_with_party,cross_party,Subject_Id,Subject_Name,eligible_cross_party
2026,26110262,H0393,Lily V. Franklin,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0393,Lily V. Franklin,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0394,Karen Hamilton,H,R,N,N,Y,False,False,258,Labor and Employment,True
2026,26110262,H0394,Karen Hamilton,H,R,N,N,Y,False,False,856,Local Government and Officials,True
2026,26110262,H0394,Karen Hamilton,H,R,N,N,Y,False,False,1060,State Employees,True
2026,26110262,H0395,John Chilton McAuliff,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0395,John Chilton McAuliff,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0395,John Chilton McAuliff,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0396,Leslie Chambers Mehta,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0396,Leslie Chambers Mehta,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0396,Leslie Chambers Mehta,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0397,May Nivar,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0397,May Nivar,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0397,May Nivar,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0398,Justin Pence,H,R,N,N,Y,False,False,258,Labor and Employment,True
2026,26110262,H0398,Justin Pence,H,R,N,N,Y,False,False,856,Local Government and Officials,True
2026,26110262,H0398,Justin Pence,H,R,N,N,Y,False,False,1060,State Employees,True
2026,26110262,H0399,Kimberly Pope Adams,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0399,Kimberly Pope Adams,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0399,Kimberly Pope Adams,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0400,Virgil Thornton,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0400,Virgil Thornton,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0400,Virgil Thornton,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0401,Madison Whittle,H,R,N,N,Y,False,False,258,Labor and Employment,True
2026,26110262,H0401,Madison Whittle,H,R,N,N,Y,False,False,856,Local Government and Officials,True
2026,26110262,H0401,Madison Whittle,H,R,N,N,Y,False,False,1060,State Employees,True
2026,26110262,H0402,Charlie Schmidt,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0402,Charlie Schmidt,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0402,Charlie Schmidt,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0403,Gretchen M. Bulova,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0403,Gretchen M. Bulova,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0403,Gretchen M. Bulova,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0404,Margaret A. Franklin,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0404,Margaret A. Franklin,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0404,Margaret A. Franklin,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110262,H0405,Garrett McGuire,H,D,Y,Y,N,False,False,258,Labor and Employment,True
2026,26110262,H0405,Garrett McGuire,H,D,Y,Y,N,False,False,856,Local Government and Officials,True
2026,26110262,H0405,Garrett McGuire,H,D,Y,Y,N,False,False,1060,State Employees,True
2026,26110842,H0056,Terry G. Kilgore,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0056,Terry G. Kilgore,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0056,Terry G. Kilgore,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0108,Vivian E. Watts,H,D,Y,N,N,True,False,258,Labor and Employment,True
2026,26110842,H0108,Vivian E. Watts,H,D,Y,N,N,True,False,856,Local Government and Officials,True
2026,26110842,H0108,Vivian E. Watts,H,D,Y,N,N,True,False,1060,State Employees,True
2026,26110842,H0124,R. Lee Ware,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0124,R. Lee Ware,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0124,R. Lee Ware,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0136,"Thomas C. Wright, Jr.",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0136,"Thomas C. Wright, Jr.",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0136,"Thomas C. Wright, Jr.",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0173,Jeion A. Ward,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0173,Jeion A. Ward,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0173,Jeion A. Ward,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0207,Delores L. McQuinn,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0207,Delores L. McQuinn,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0207,Delores L. McQuinn,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0208,Charniele L. Herring,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0208,Charniele L. Herring,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0208,Charniele L. Herring,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0212,Betsy B. Carr,H,D,Y,N,N,True,False,258,Labor and Employment,True
2026,26110842,H0212,Betsy B. Carr,H,D,Y,N,N,True,False,856,Local Government and Officials,True
2026,26110842,H0212,Betsy B. Carr,H,D,Y,N,N,True,False,1060,State Employees,True
2026,26110842,H0219,Patrick A. Hope,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0219,Patrick A. Hope,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0219,Patrick A. Hope,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0224,James W. Morefield,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0224,James W. Morefield,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0224,James W. Morefield,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0227,Luke E. Torian,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0227,Luke E. Torian,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0227,Luke E. Torian,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0231,Tony O. Wilt,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0231,Tony O. Wilt,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0231,Tony O. Wilt,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0238,M. Keith Hodges,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0238,M. Keith Hodges,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0238,M. Keith Hodges,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0239,Alfonso H. Lopez,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0239,Alfonso H. Lopez,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0239,Alfonso H. Lopez,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0242,Israel D. O'Quinn,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0242,Israel D. O'Quinn,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0242,Israel D. O'Quinn,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0247,Michael J. Webert,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0247,Michael J. Webert,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0247,Michael J. Webert,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0253,Terry L. Austin,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0253,Terry L. Austin,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0253,Terry L. Austin,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0262,"James A. ""Jay"" Leftwich",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0262,"James A. ""Jay"" Leftwich",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0262,"James A. ""Jay"" Leftwich",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0264,Marcus B. Simon,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0264,Marcus B. Simon,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0264,Marcus B. Simon,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0266,Sam Rasoul,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0266,Sam Rasoul,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0266,Sam Rasoul,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0267,"Robert S. Bloxom, Jr.",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0267,"Robert S. Bloxom, Jr.",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0267,"Robert S. Bloxom, Jr.",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0281,Paul E. Krizek,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0281,Paul E. Krizek,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0281,Paul E. Krizek,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0284,"Marcia S. ""Cia"" Price",H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0284,"Marcia S. ""Cia"" Price",H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0284,"Marcia S. ""Cia"" Price",H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0285,"C.E. Cliff Hayes, Jr.",H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0285,"C.E. Cliff Hayes, Jr.",H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0285,"C.E. Cliff Hayes, Jr.",H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0294,Karrie K. Delaney,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0294,Karrie K. Delaney,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0294,Karrie K. Delaney,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0295,Kelly K. Convirs-Fowler,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0295,Kelly K. Convirs-Fowler,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0295,Kelly K. Convirs-Fowler,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0297,Elizabeth R. Guzman,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0297,Elizabeth R. Guzman,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0297,Elizabeth R. Guzman,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0301,David A. Reid,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0301,David A. Reid,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0301,David A. Reid,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0305,Kathy K.L. Tran,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0305,Kathy K.L. Tran,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0305,Kathy K.L. Tran,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0308,Joseph P. McNamara,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0308,Joseph P. McNamara,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0308,Joseph P. McNamara,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0311,Alex Q. Askew,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0311,Alex Q. Askew,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0311,Alex Q. Askew,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0314,Joshua G. Cole,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0314,Joshua G. Cole,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0314,Joshua G. Cole,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0317,Dan I. Helmer,H,D,Y,N,N,True,False,258,Labor and Employment,True
2026,26110842,H0317,Dan I. Helmer,H,D,Y,N,N,True,False,856,Local Government and Officials,True
2026,26110842,H0317,Dan I. Helmer,H,D,Y,N,N,True,False,1060,State Employees,True
2026,26110842,H0321,Chris S. Runion,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0321,Chris S. Runion,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0321,Chris S. Runion,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0322,Don Scott,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0322,Don Scott,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0322,Don Scott,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0323,Shelly A. Simonds,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0323,Shelly A. Simonds,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0323,Shelly A. Simonds,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0325,Wendell S. Walker,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0325,Wendell S. Walker,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0325,Wendell S. Walker,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0327,Rodney T. Willett,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0327,Rodney T. Willett,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0327,Rodney T. Willett,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0328,Scott A. Wyatt,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0328,Scott A. Wyatt,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0328,Scott A. Wyatt,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0329,Bill Wiley,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0329,Bill Wiley,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0329,Bill Wiley,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0333,Jason S. Ballard,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0333,Jason S. Ballard,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0333,Jason S. Ballard,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0335,Mike A. Cherry,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0335,Mike A. Cherry,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0335,Mike A. Cherry,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0336,Nadarius E. Clark,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0336,Nadarius E. Clark,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0336,Nadarius E. Clark,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0340,Michelle Lopes Maldonado,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0340,Michelle Lopes Maldonado,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0340,Michelle Lopes Maldonado,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0342,Phillip A. Scott,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0342,Phillip A. Scott,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0342,Phillip A. Scott,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0343,Briana D. Sewell,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0343,Briana D. Sewell,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0343,Briana D. Sewell,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0344,Irene Shin,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0344,Irene Shin,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0344,Irene Shin,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0345,Anne Ferrell Tata,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0345,Anne Ferrell Tata,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0345,Anne Ferrell Tata,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0347,"H. Otto Wachsmann, Jr.",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0347,"H. Otto Wachsmann, Jr.",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0347,"H. Otto Wachsmann, Jr.",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0348,Wren M. Williams,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0348,Wren M. Williams,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0348,Wren M. Williams,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0349,Jackie H. Glass,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0349,Jackie H. Glass,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0349,Jackie H. Glass,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0350,Ellen H. McLaughlin,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0350,Ellen H. McLaughlin,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0350,Ellen H. McLaughlin,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0351,Holly M. Seibold,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0351,Holly M. Seibold,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0351,Holly M. Seibold,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0353,Bonita G. Anthony,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0353,Bonita G. Anthony,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0353,Bonita G. Anthony,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0354,Katrina Callsen,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0354,Katrina Callsen,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0354,Katrina Callsen,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0355,Laura Jane Cohen,H,D,X,N,N,False,False,258,Labor and Employment,False
2026,26110842,H0355,Laura Jane Cohen,H,D,X,N,N,False,False,856,Local Government and Officials,False
2026,26110842,H0355,Laura Jane Cohen,H,D,X,N,N,False,False,1060,State Employees,False
2026,26110842,H0356,Rae Cousins,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0356,Rae Cousins,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0356,Rae Cousins,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0357,Will Davis,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0357,Will Davis,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0357,Will Davis,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0360,Michael B. Feggans,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0360,Michael B. Feggans,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0360,Michael B. Feggans,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0361,Debra D. Gardner,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0361,Debra D. Gardner,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0361,Debra D. Gardner,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0362,"Thomas A. Garrett, Jr.",H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0362,"Thomas A. Garrett, Jr.",H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0362,"Thomas A. Garrett, Jr.",H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0364,Timothy P. Griffin,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0364,Timothy P. Griffin,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0364,Timothy P. Griffin,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0365,"Rozia A. Henson, Jr.",H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0365,"Rozia A. Henson, Jr.",H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0365,"Rozia A. Henson, Jr.",H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0366,Phil M. Hernandez,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0366,Phil M. Hernandez,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0366,Phil M. Hernandez,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0369,Hillary Pugh Kent,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0369,Hillary Pugh Kent,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0369,Hillary Pugh Kent,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0370,Karen Keys-Gamarra,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0370,Karen Keys-Gamarra,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0370,Karen Keys-Gamarra,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0371,Amy J. Laufer,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0371,Amy J. Laufer,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0371,Amy J. Laufer,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0372,Destiny LeVere Bolling,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0372,Destiny LeVere Bolling,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0372,Destiny LeVere Bolling,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0374,Marty Martinez,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0374,Marty Martinez,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0374,Marty Martinez,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0375,Adele Y. McClure,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0375,Adele Y. McClure,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0375,Adele Y. McClure,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0377,Delores Oates,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0377,Delores Oates,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0377,Delores Oates,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0380,Atoosa R. Reaser,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0380,Atoosa R. Reaser,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0380,Atoosa R. Reaser,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0382,Joshua E. Thomas,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0382,Joshua E. Thomas,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0382,Joshua E. Thomas,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0383,Eric R. Zehr,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0383,Eric R. Zehr,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0383,Eric R. Zehr,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0384,Eric Phillips,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0384,Eric Phillips,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0384,Eric Phillips,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0385,JJ Singh,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0385,JJ Singh,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0385,JJ Singh,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0386,Jessica L. Anderson,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0386,Jessica L. Anderson,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0386,Jessica L. Anderson,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0387,"Karen R. ""Kacey"" Carnegie",H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0387,"Karen R. ""Kacey"" Carnegie",H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0387,"Karen R. ""Kacey"" Carnegie",H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0388,Stacey Annie Carroll,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0388,Stacey Annie Carroll,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0388,Stacey Annie Carroll,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0389,Nicole Cole,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0389,Nicole Cole,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0389,Nicole Cole,H,D,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0390,Mitchell Cornett,H,R,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0390,Mitchell Cornett,H,R,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0390,Mitchell Cornett,H,R,N,N,N,False,False,1060,State Employees,True
2026,26110842,H0391,Lindsey Dougherty,H,D,N,N,N,False,False,258,Labor and Employment,True
2026,26110842,H0391,Lindsey Dougherty,H,D,N,N,N,False,False,856,Local Government and Officials,True
2026,26110842,H0391,Lindsey Dougherty,H,D,N,N,N,False,False,1060,State Employees,True
